Identif_hog;Identif_2010;Fexp_cen2010;Provincia;Dominio;Ciudad_Auto;Área;sexo;edad;etnia;instruccion;perceptor;numpers;ing_cor_per;dec_nac_per;d1;d10;VI15;NV05
010250001010061;010250001010;61,9041453482301;1;1; ;1;1;85;6;3;2;8;107,787916666667;3;258,07;136,66;1;2
010250001010071;010250001010;61,9041453482301;1;1; ;1;1;27;6;3;1;4;77,74;2;106; ;1;1
010250001010081;010250001010;61,9041453482301;1;1; ;1;2;38;6;3;1;3;112,385555555556;3;188,17; ;1;1
010250001010091;010250001010;61,9041453482301;1;1; ;1;1;61;6;3;1;2;255;7;183,44; ;1;1
010250001010101;010250001010;61,9041453482301;1;1; ;1;1;80;6;5;2;2;669,533333333333;10;158,57; ;1;2
010250001010111;010250001010;61,9041453482301;1;1; ;1;2;56;6;3;2;3;79,0733333333333;2;116,5; ;1;1
010250001010121;010250001010;61,9041453482301;1;1; ;1;1;86;6;1;1;1;257,88;7;8,58; ;1;2
010250999029011;010250999029;117,093771157752;1;1; ;2;1;67;6;3;1;2;474,765;9;140,77; ;3;1
010250999029021;010250999029;117,093771157752;1;1; ;2;1;68;6;4;1;2;414,428333333333;9;130,65;40;2;2
010250999029031;010250999029;117,093771157752;1;1; ;2;1;26;6;3;2;5;49,0166666666667;1;56,69; ;2;1
010250999029041;010250999029;117,093771157752;1;1; ;2;1;61;6;3;1;2;227,071666666667;7;196,93; ;2;2
010250999029051;010250999029;117,093771157752;1;1; ;2;1;46;6;3;2;2;176,958333333333;5;1,07; ;2;1
010250999029061;010250999029;117,093771157752;1;1; ;2;1;65;6;3;2;3;131,933333333333;4;121,37; ;3;1
010250999029071;010250999029;117,093771157752;1;1; ;2;1;30;6;3;2;6;85,805;2;208,87; ;2;2
010250999029081;010250999029;117,093771157752;1;1; ;2;1;27;6;3;4;8;72,0804166666667;1;235,31; ;2;1
010250999029091;010250999029;117,093771157752;1;1; ;2;1;73;6;1;2;3;104,804444444444;3;136,72; ;2;1
010250999029101;010250999029;117,093771157752;1;1; ;2;1;64;6;3;1;1;265,516666666667;7;127; ;2;2
010250999029111;010250999029;117,093771157752;1;1; ;2;1;58;6;3;4;9;116,19;3;212,57;11,33;3;1
010250999029121;010250999029;117,093771157752;1;1; ;2;1;64;6;4;1;2;233,607916666667;7;118,73; ;3;1
010350001009011;010350001009;61,9041453482301;1;1; ;1;1;67;6;3;3;6;155,339444444444;4;204,43; ;1;2
010350001009021;010350001009;61,9041453482301;1;1; ;1;1;27;6;4;1;2;193,43;6;47,99; ;1;1
010350001009031;010350001009;61,9041453482301;1;1; ;1;1;56;6;4;2;5;235,166;7;224,72;55,33;1;2
010350001009041;010350001009;61,9041453482301;1;1; ;1;1;60;6;3;3;5;147,36;4;68,46; ;3;1
010350001009051;010350001009;61,9041453482301;1;1; ;1;1;71;6;3;3;4;200,559583333333;6;108,29;104,58;1;2
010350001009061;010350001009;61,9041453482301;1;1; ;1;2;31;6;3;1;4;143,193333333333;4;65,44; ;1;1
010350001009071;010350001009;61,9041453482301;1;1; ;1;1;43;6;3;1;3;133,47;4;165,72; ;1;2
010350001009081;010350001009;61,9041453482301;1;1; ;1;1;35;4;3;3;7;67,4271428571429;1;172,81; ;1;1
010350001009091;010350001009;61,9041453482301;1;1; ;1;2;44;6;3;1;1;750,1;10;72,02; ;1;1
010350001009101;010350001009;61,9041453482301;1;1; ;1;1;21;6;4;1;3;153,298888888889;4;135,77;12,17;1;1
010350001009111;010350001009;61,9041453482301;1;1; ;1;1;45;6;3;2;6;109,362777777778;3;147,81;20,16;1;1
010350001009121;010350001009;61,9041453482301;1;1; ;1;1;54;6;3;2;3;230,715555555556;7;43,25;88,33;1;2
010350002010011;010350002010;61,9041453482301;1;1; ;1;2;52;6;4;3;5;335,472;8;288,23;262,91;1;2
010350002010021;010350002010;61,9041453482301;1;1; ;1;2;25;6;4;1;2;166,828333333333;5;37,55;12,5;1;1
010350002010031;010350002010;61,9041453482301;1;1; ;1;1;68;6;3;3;5;219,155333333333;6;157,68; ;1;2
010350002010041;010350002010;61,9041453482301;1;1; ;1;1;38;6;5;1;4;500,6925;9;91,81;158,92;1;2
010350002010051;010350002010;61,9041453482301;1;1; ;1;1;45;6;5;3;6;315,11;8;497,67;70,84;1;2
010350002010061;010350002010;61,9041453482301;1;1; ;1;1;45;6;4;2;5;121,804;3;246,71; ;1;2
010350002010071;010350002010;61,9041453482301;1;1; ;1;1;50;6;4;3;3;196,663333333333;6;82,4; ;1;1
010350002010081;010350002010;61,9041453482301;1;1; ;1;1;62;6;3;4;5;350,236;8;187,15;9,67;1;2
010350002010082;010350002010;61,9041453482301;1;1; ;1;1;34;6;4;2;5;185,056;5;100,12;17,83;1;2
010350002010083;010350002010;61,9041453482301;1;1; ;1;1;28;6;5;1;3;175,64;5;17,58;34,5;1;2
010350002010091;010350002010;61,9041453482301;1;1; ;1;1;64;6;4;2;4;506,435;9;354,85;65;1;2
010350002010101;010350002010;61,9041453482301;1;1; ;1;1;50;6;5;1;5;272,608;7;150,23;137,5;1;1
010350002010111;010350002010;61,9041453482301;1;1; ;1;2;26;6;4;1;1;309;8;6,86;9,67;1;2
010350002010121;010350002010;61,9041453482301;1;1; ;1;1;92;6;3;1;1;228,49;7;9,85; ;1;1
010350004004011;010350004004;61,9041453482301;1;1; ;1;1;40;6;3;2;6;109,528333333333;3;297,89; ;1;1
010350004004021;010350004004;61,9041453482301;1;1; ;1;1;65;6;3;2;7;59,6428571428571;1;206,93; ;1;1
010350004004031;010350004004;61,9041453482301;1;1; ;1;1;29;6;3;2;7;78,8585714285714;2;263,73; ;1;1
010350004004041;010350004004;61,9041453482301;1;1; ;1;2;51;6;3;4;8;130,762083333333;4;259,04; ;1;1
010350004004051;010350004004;61,9041453482301;1;1; ;1;1;54;6;3;3;6;132,538333333333;4;183,28; ;1;2
010350004004061;010350004004;61,9041453482301;1;1; ;1;2;39;6;3;4;6;101,444444444444;2;140,87;55;1;2
010350004004071;010350004004;61,9041453482301;1;1; ;1;1;30;6;5;2;3;440,152222222222;9;236,85;83,33;1;2
010350004004081;010350004004;61,9041453482301;1;1; ;1;1;51;6;3;2;4;127,61;3;135,72; ;1;1
010350004004091;010350004004;61,9041453482301;1;1; ;1;1;73;6;3;1;2;409,165;9;229,24; ;1;2
010350004004101;010350004004;61,9041453482301;1;1; ;1;1;34;6;3;1;5;60;1;169,53; ;1;1
010350004004111;010350004004;61,9041453482301;1;1; ;1;2;42;6;3;2;4;232,916666666667;7;197,1;137,16;1;2
010350004004121;010350004004;61,9041453482301;1;1; ;1;1;55;6;3;2;3;206,443333333333;6;265,59; ;1;2
010350999003011;010350999003;117,093771157752;1;1; ;2;1;80;6;1;2;3;70,4722222222222;1;52,56; ;1;1
010350999003021;010350999003;117,093771157752;1;1; ;2;1;61;6;3;2;4;138,354166666667;4;113,92; ;1;1
010350999003031;010350999003;117,093771157752;1;1; ;2;1;72;6;3;1;1;257,928333333333;7;50,89; ;2;1
010350999003041;010350999003;117,093771157752;1;1; ;2;2;56;6;3;3;6;91,2502777777778;2;201,49;3,17;2;2
010350999003051;010350999003;117,093771157752;1;1; ;2;2;33;6;3;1;3;139,111111111111;4;107,51;1,67;2;1
010350999003061;010350999003;117,093771157752;1;1; ;2;1;24;6;3;2;4;127,56;3;166,33;3,33;5;1
010350999003071;010350999003;117,093771157752;1;1; ;2;1;53;6;3;6;12;99,6133333333333;2;172,48; ;2;1
010350999003081;010350999003;117,093771157752;1;1; ;2;1;35;6;3;2;5;127,8;3;162,19; ;1;2
010350999003091;010350999003;117,093771157752;1;1; ;2;1;81;7;4;2;2;581,795;10; ; ;2;2
010350999003101;010350999003;117,093771157752;1;1; ;2;2;25;6;3;1;2;114,3;3;60,93; ;1;1
010350999003111;010350999003;117,093771157752;1;1; ;2;1;52;6;1;1;1;147,36;4;53,05; ;5;1
010350999003121;010350999003;117,093771157752;1;1; ;2;1;71;6;3;1;1;826,875;10;178,74; ;2;2
010350999025011;010350999025;117,093771157752;1;1; ;2;2;77;6;3;1;1;189,236666666667;6;34,55; ;2;1
010350999025021;010350999025;117,093771157752;1;1; ;2;2;28;6;4;2;7;123,748571428571;3;235,13; ;2;1
010350999025031;010350999025;117,093771157752;1;1; ;2;2;59;6;3;2;4;531,333958333333;9;78,4;,17;2;2
010350999025041;010350999025;117,093771157752;1;1; ;2;2;60;6;1;2;2;176,833333333333;5;96,07; ;2;2
010350999025051;010350999025;117,093771157752;1;1; ;2;2;74;6;3;1;1;250,523333333333;7;33,27; ;1;1
010350999025061;010350999025;117,093771157752;1;1; ;2;2;87;1;1;3;3;133,648333333333;4;98,47; ;2;1
010350999025071;010350999025;117,093771157752;1;1; ;2;1;45;6;3;3;7;115,752380952381;3;128,3;1,5;2;1
010350999025081;010350999025;117,093771157752;1;1; ;2;2;65;6;3;2;4;146,403333333333;4;111,29;22,5;2;1
010350999025091;010350999025;117,093771157752;1;1; ;2;1;44;6;3;2;4;176,993333333333;5;267,15;64,17;2;1
010350999025101;010350999025;117,093771157752;1;1; ;2;1;52;6;3;4;8;89,5741666666667;2;205,95; ;3;1
010350999025111;010350999025;117,093771157752;1;1; ;2;1;72;6;3;1;3;84,7166666666667;2;49,34; ;2;1
010350999025121;010350999025;117,093771157752;1;1; ;2;1;54;6;3;2;3;131,793333333333;4;50,48; ;2;1
010353999003011;010353999003;117,093771157752;1;1; ;2;1;54;6;3;5;10;125,0905;3;232,76; ;5;1
010353999003021;010353999003;117,093771157752;1;1; ;2;2;70;6;1;1;1;319,309166666667;8;59,15; ;5;1
010353999003031;010353999003;117,093771157752;1;1; ;2;2;25;1;3;2;6;138,799305555556;4;10,72; ;2;2
010353999003041;010353999003;117,093771157752;1;1; ;2;1;58;6;3;2;2;229,216666666667;7;75; ;5;1
010353999003051;010353999003;117,093771157752;1;1; ;2;1;78;6;1;2;2;142,458333333333;4;40,12; ;2;1
010353999003061;010353999003;117,093771157752;1;1; ;2;2;87;6;1;1;1;125,358333333333;3;2,15; ;5;1
010353999003071;010353999003;117,093771157752;1;1; ;2;2;41;6;3;3;6;134,952777777778;4;76,51; ;2;1
010353999003081;010353999003;117,093771157752;1;1; ;2;2;55;6;1;1;1;189,793333333333;6;21,67; ;5;1
010353999003091;010353999003;117,093771157752;1;1; ;2;1;48;6;3;5;7;184,182142857143;5;252,3; ;5;1
010353999003101;010353999003;117,093771157752;1;1; ;2;1;61;6;3;1;2;546,671666666667;10; ; ;2;1
010353999003111;010353999003;117,093771157752;1;1; ;2;2;53;6;3;5;12;120,516944444444;3;260,04; ;2;1
010353999003121;010353999003;117,093771157752;1;1; ;2;1;56;6;3;1;1;260,293333333333;7; ; ;3;1
010354999009011;010354999009;117,093771157752;1;1; ;2;1;33;6;3;2;5;81,0873333333333;2;114,56; ;2;1
010354999009021;010354999009;117,093771157752;1;1; ;2;2;77;6;1;1;1;233,74;7;27,68; ;3;1
010354999009031;010354999009;117,093771157752;1;1; ;2;1;60;6;3;2;5;93,99;2;256,74;28;3;1
010354999009041;010354999009;117,093771157752;1;1; ;2;2;25;6;3;1;2;313,865;8;34,27; ;5;1
010354999009051;010354999009;117,093771157752;1;1; ;2;2;27;6;3;1;3;84,5544444444444;2;51,76; ;5;1
010354999009061;010354999009;117,093771157752;1;1; ;2;1;38;6;3;1;4;102,373541666667;2;109,74; ;3;1
010354999009071;010354999009;117,093771157752;1;1; ;2;1;48;6;3;3;4;118,340833333333;3;10,73; ;5;1
010354999009081;010354999009;117,093771157752;1;1; ;2;1;52;6;3;3;6;89,9583333333333;2;157,95; ;5;1
010354999009091;010354999009;117,093771157752;1;1; ;2;1;41;6;3;5;9;42,6666666666667;1;64,37; ;3;1
010354999009101;010354999009;117,093771157752;1;1; ;2;1;53;6;3;2;6;45,6966666666667;1;14,37; ;5;1
010354999009111;010354999009;117,093771157752;1;1; ;2;2;38;6;3;2;3;172,151111111111;5;43,76; ;5;2
010354999009121;010354999009;117,093771157752;1;1; ;2;2;82;6;3;1;1;254,51;7;25,29; ;5;1
010357999008011;010357999008;117,093771157752;1;1; ;2;2;36;1;3;2;5;172,936;5;216,81; ;2;1
010357999008021;010357999008;117,093771157752;1;1; ;2;2;37;6;3;3;8;75,4658333333333;1;237,99; ;4;1
010357999008031;010357999008;117,093771157752;1;1; ;2;1;80;1;1;4;9;62,4746296296296;1;204,15; ;2;1
010357999008041;010357999008;117,093771157752;1;1; ;2;2;56;6;1;1;1;67,3666666666667;1;21,15; ;2;1
010357999008051;010357999008;117,093771157752;1;1; ;2;2;87;1;1;1;1;97,3833333333333;2;13,1; ;5;1
010357999008061;010357999008;117,093771157752;1;1; ;2;2;45;6;1;2;4;87,859375;2;115,72;35,92;2;1
010357999008071;010357999008;117,093771157752;1;1; ;2;1;66;6;1;4;5;39,539;1;87,12; ;2;1
010357999008081;010357999008;117,093771157752;1;1; ;2;1;29;1;3;3;6;132,728333333333;4;192,81; ;2;1
010357999008091;010357999008;117,093771157752;1;1; ;2;1;86;1;1;2;2;80,3541666666667;2;40,15; ;5;1
010357999008101;010357999008;117,093771157752;1;1; ;2;2;63;1;1;1;1;139,451666666667;4; ; ;2;1
010357999008111;010357999008;117,093771157752;1;1; ;2;2;57;6;1;4;6;130,425277777778;4;153,4; ;5;1
010357999008121;010357999008;117,093771157752;1;1; ;2;1;84;6;1;2;2;115,4725;3;35,56; ;5;1
010358999009011;010358999009;117,093771157752;1;1; ;2;2;38;6;3;1;3;119,995555555556;3;138,54; ;2;1
010358999009021;010358999009;117,093771157752;1;1; ;2;2;45;6;3;5;10;121,345;3;170,15; ;2;1
010358999009031;010358999009;117,093771157752;1;1; ;2;1;40;6;3;2;6;79,525;2;124,03; ;5;1
010358999009041;010358999009;117,093771157752;1;1; ;2;2;61;6;1;1;2;57,8041666666667;1;39,91; ;5;1
010358999009051;010358999009;117,093771157752;1;1; ;2;1;67;1;1;2;2;66,6666666666667;1;30,03; ;5;1
010358999009061;010358999009;117,093771157752;1;1; ;2;1;73;6;3;3;9;47,1921296296296;1;144,03; ;2;1
010358999009071;010358999009;117,093771157752;1;1; ;2;1;28;6;3;2;5;116,48;3;296,33; ;2;1
010358999009081;010358999009;117,093771157752;1;1; ;2;1;46;6;3;2;5;151,938666666667;4;130,24; ;5;1
010358999009091;010358999009;117,093771157752;1;1; ;2;1;47;6;3;2;4;99,3575;2;127,84; ;5;1
010358999009101;010358999009;117,093771157752;1;1; ;2;2;76;1;1;1;1;82,3333333333333;2;21,88; ;5;1
010358999009111;010358999009;117,093771157752;1;1; ;2;2;59;6;1;2;2;154,366666666667;4;82,19; ;5;1
010358999009121;010358999009;117,093771157752;1;1; ;2;1;61;6;3;2;4;176,936666666667;5;44,61; ;4;1
010450001003011;010450001003;127,738659444821;1;1; ;2;2;45;6;4;1;2;62,42;1;37,94; ;1;2
010450001003021;010450001003;127,738659444821;1;1; ;2;1;50;6;4;2;2;380,771666666667;9;267,02;35;1;2
010450001003031;010450001003;127,738659444821;1;1; ;2;1;46;6;4;1;2;424,083333333333;9;259,11; ;1;2
010450001003041;010450001003;127,738659444821;1;1; ;2;2;44;6;4;2;3;115,178888888889;3;158,74; ;1;1
010450001003051;010450001003;127,738659444821;1;1; ;2;2;65;6;3;3;4;574,136666666667;10;126,34; ;1;2
010450001003071;010450001003;127,738659444821;1;1; ;2;1;75;1;2;1;1;107,936666666667;3;40,09; ;1;1
010450001003081;010450001003;127,738659444821;1;1; ;2;2;50;6;4;2;2;263,385;7;51,69; ;1;1
010450001003091;010450001003;127,738659444821;1;1; ;2;2;60;6;3;2;2;252,951666666667;7;175,48; ;1;1
010450001003101;010450001003;127,738659444821;1;1; ;2;2;81;6;3;3;4;187,215;6;64,88; ;1;2
010450001003111;010450001003;127,738659444821;1;1; ;2;1;78;6;3;2;3;239,416666666667;7;86,11; ;1;1
010450001003121;010450001003;127,738659444821;1;1; ;2;1;56;6;2;2;3;238,08;7;331,76; ;1;1
010451999007011;010451999007;117,093771157752;1;1; ;2;1;74;6;1;1;1;85,0566666666667;2;27,98; ;5;1
010451999007021;010451999007;117,093771157752;1;1; ;2;2;55;6;1;1;3;81,3333333333333;2;33,27; ;2;1
010451999007031;010451999007;117,093771157752;1;1; ;2;2;80;6;3;1;1;79,1933333333333;2;19,16; ;2;2
010451999007041;010451999007;117,093771157752;1;1; ;2;1;46;6;3;2;6;42,0258333333333;1;103,59; ;2;1
010451999007051;010451999007;117,093771157752;1;1; ;2;2;84;6;1;2;2;54,9825;1; ; ;5;1
010451999007061;010451999007;117,093771157752;1;1; ;2;1;40;6;3;2;6;78,76625;2;153,26; ;5;1
010451999007071;010451999007;117,093771157752;1;1; ;2;1;71;6;1;2;2;74,50625;1;48,04; ;5;1
010451999007081;010451999007;117,093771157752;1;1; ;2;1;64;6;3;2;6;74,3491666666667;1;96,74; ;5;1
010451999007091;010451999007;117,093771157752;1;1; ;2;1;65;6;1;3;4;59,1491666666667;1;101,91; ;5;1
010451999007101;010451999007;117,093771157752;1;1; ;2;2;34;6;3;2;7;83,5604761904762;2;165,96; ;5;1
010451999007111;010451999007;117,093771157752;1;1; ;2;1;70;5;1;1;1;131,715;4;19,09; ;5;1
010451999007121;010451999007;117,093771157752;1;1; ;2;2;45;6;3;1;7;28,3390476190476;1;71,57; ;5;1
010453999010011;010453999010;117,093771157752;1;1; ;2;1;37;6;3;3;6;114,682222222222;3;27,64; ;3;1
010453999010021;010453999010;117,093771157752;1;1; ;2;1;52;6;3;1;2;66,9466666666667;1;97,57; ;5;1
010453999010031;010453999010;117,093771157752;1;1; ;2;1;60;6;3;3;8;31,6257291666667;1;4,29; ;2;1
010453999010041;010453999010;117,093771157752;1;1; ;2;1;77;1;1;2;2;59,9583333333333;1;26,1; ;2;1
010453999010051;010453999010;117,093771157752;1;1; ;2;1;63;6;3;2;4;37,0929166666667;1;28,6; ;5;1
010453999010061;010453999010;117,093771157752;1;1; ;2;2;59;6;3;2;2;185,269166666667;5;16,25; ;2;1
010453999010071;010453999010;117,093771157752;1;1; ;2;1;53;6;3;2;6;88,5138888888889;2;90,51; ;2;1
010453999010081;010453999010;117,093771157752;1;1; ;2;1;57;1;3;2;5;97,0773333333333;2;56,42;11,83;2;1
010453999010091;010453999010;117,093771157752;1;1; ;2;1;57;6;3;2;3;181,44;5;27,75; ;3;2
010453999010101;010453999010;117,093771157752;1;1; ;2;1;52;6;3;3;7;66,3635714285714;1;60,23;11;2;1
010453999010111;010453999010;117,093771157752;1;1; ;2;1;60;6;1;3;10;62,59;1;65,83; ;5;1
010453999010121;010453999010;117,093771157752;1;1; ;2;1;34;6;3;2;4;159,201666666667;5;155,38; ;5;1
010550001004011;010550001004;61,9041453482301;1;1; ;1;2;51;6;3;1;3;238,39;7;228,97;43,33;1;1
010550001004021;010550001004;61,9041453482301;1;1; ;1;1;56;6;5;2;2;642,473333333333;10;281,07;21,67;1;2
010550001004031;010550001004;61,9041453482301;1;1; ;1;2;38;6;3;1;4;198,05;6;101,44;118;1;1
010550001004041;010550001004;61,9041453482301;1;1; ;1;1;25;6;3;1;3;116,622222222222;3;118,27; ;1;2
010550001004051;010550001004;61,9041453482301;1;1; ;1;2;62;7;3;3;9;124,871111111111;3;282,99;175,83;1;1
010550001004061;010550001004;61,9041453482301;1;1; ;1;1;73;6;3;2;3;198,792222222222;6;202,36; ;1;1
010550001004071;010550001004;61,9041453482301;1;1; ;1;2;49;6;4;1;1;179,39;5;3,66; ;1;2
010550001004081;010550001004;61,9041453482301;1;1; ;1;2;29;6;4;1;4;73,3675;1;238,78; ;1;2
010550001004091;010550001004;61,9041453482301;1;1; ;1;1;47;6;3;3;6;253,293888888889;7;319,2; ;1;2
010550001004101;010550001004;61,9041453482301;1;1; ;1;1;59;6;3;3;5;255,100666666667;7;204,57;30;1;2
010550001004102;010550001004;61,9041453482301;1;1; ;1;1;24;6;5;2;3;243,236666666667;7;3,5; ;1;2
010550001004111;010550001004;61,9041453482301;1;1; ;1;2;55;6;2;1;5;42,698;1;141,9; ;1;1
010550001004121;010550001004;61,9041453482301;1;1; ;1;1;39;6;4;1;1;359,375;8;124,23; ;1;2
010552999009011;010552999009;117,093771157752;1;1; ;2;1;28;6;3;2;4;55,3216666666667;1;101,7; ;5;1
010552999009021;010552999009;117,093771157752;1;1; ;2;1;75;6;3;3;6;63,9711111111111;1;107,1; ;5;1
010552999009031;010552999009;117,093771157752;1;1; ;2;1;82;6;1;2;2;72,0466666666667;1;66,28; ;2;1
010552999009041;010552999009;117,093771157752;1;1; ;2;1;82;6;3;1;2;105,875;3;90,11; ;3;2
010552999009051;010552999009;117,093771157752;1;1; ;2;2;43;6;1;1;3;105,31;3;79,6; ;2;2
010552999009061;010552999009;117,093771157752;1;1; ;2;2;50;6;3;2;2;120,395;3;80,89; ;2;1
010552999009071;010552999009;117,093771157752;1;1; ;2;2;75;6;3;1;1;167,833333333333;5;33,03; ;2;1
010552999009081;010552999009;117,093771157752;1;1; ;2;1;35;6;3;2;4;140,978333333333;4;191,86; ;5;1
010552999009091;010552999009;117,093771157752;1;1; ;2;1;52;6;4;2;4;110,25;3;169,41; ;3;1
010552999009101;010552999009;117,093771157752;1;1; ;2;1;48;6;3;2;4;93,1170833333333;2;141,25; ;2;1
010552999009111;010552999009;117,093771157752;1;1; ;2;1;53;6;3;2;2;114,781666666667;3;20,59; ;2;1
010552999009121;010552999009;117,093771157752;1;1; ;2;2;79;6;1;1;1;243,535;7;37,77; ;3;1
010554999001011;010554999001;117,093771157752;1;1; ;2;1;86;6;1;2;2;306,661666666667;8;128,52; ;5;1
010554999001021;010554999001;117,093771157752;1;1; ;2;1;77;6;1;2;2;82,5416666666667;2;58,59; ;3;1
010554999001031;010554999001;117,093771157752;1;1; ;2;1;94;6;3;2;2;61,8679166666667;1;63; ;2;1
010554999001041;010554999001;117,093771157752;1;1; ;2;2;35;6;3;1;4;113,341666666667;3;191,23;16,25;5;1
010554999001051;010554999001;117,093771157752;1;1; ;2;1;74;6;1;3;6;109,503333333333;3;184,86; ;5;1
010554999001061;010554999001;117,093771157752;1;1; ;2;1;77;6;1;1;2;494,668333333333;9;316,22; ;2;1
010554999001071;010554999001;117,093771157752;1;1; ;2;1;74;6;3;1;2;312,08;8;209,19; ;2;1
010554999001081;010554999001;117,093771157752;1;1; ;2;2;26;6;4;5;7;493,84380952381;9;146,55;346,67;2;1
010554999001091;010554999001;117,093771157752;1;1; ;2;1;42;6;3;4;7;193,928452380952;6;328,54;50;2;1
010554999001101;010554999001;117,093771157752;1;1; ;2;1;41;6;4;2;9;48,4111111111111;1;330,03; ;2;1
010554999001111;010554999001;117,093771157752;1;1; ;2;1;49;6;4;2;2;376,166666666667;9;431,4; ;2;2
010554999001121;010554999001;117,093771157752;1;1; ;2;1;50;6;3;2;4;254,79;7;238;42,5;2;1
010559999008011;010559999008;117,093771157752;1;1; ;2;1;49;6;3;4;8;120,467083333333;3;193,27; ;2;1
010559999008021;010559999008;117,093771157752;1;1; ;2;1;67;6;3;4;7;80,6995238095238;2;116,3; ;2;1
010559999008031;010559999008;117,093771157752;1;1; ;2;1;84;6;4;1;2;260,770833333333;7;75,29; ;2;2
010559999008041;010559999008;117,093771157752;1;1; ;2;1;80;6;3;1;1;241,2;7;11,22; ;2;1
010559999008051;010559999008;117,093771157752;1;1; ;2;2;41;1;3;4;6;103,468333333333;2;169,05; ;3;1
010559999008061;010559999008;117,093771157752;1;1; ;2;1;60;6;3;5;8;119,651458333333;3;249,32; ;2;1
010559999008071;010559999008;117,093771157752;1;1; ;2;1;51;6;3;2;3;147,194444444444;4;93,54; ;4;1
010559999008081;010559999008;117,093771157752;1;1; ;2;2;57;6;3;2;3;74,8622222222222;1;69,23; ;2;1
010559999008091;010559999008;117,093771157752;1;1; ;2;2;41;6;3;1;5;73,476;1;32,18;1,25;5;1
010559999008101;010559999008;117,093771157752;1;1; ;2;1;54;1;3;2;2;151,8575;4;94,24; ;2;1
010559999008111;010559999008;117,093771157752;1;1; ;2;2;75;6;1;1;1;164,966666666667;5; ; ;5;1
010559999008121;010559999008;117,093771157752;1;1; ;2;1;83;6;3;2;2;280,203333333333;8;48,98; ;4;1
010650001002011;010650001002;117,093771157752;1;1; ;2;1;40;6;4;1;1;581,7;10;118,02; ;1;2
010650001002021;010650001002;117,093771157752;1;1; ;2;1;50;6;4;2;4;144,728333333333;4;218,4; ;1;1
010650001002031;010650001002;117,093771157752;1;1; ;2;1;68;6;3;2;3;175,633333333333;5;61,37; ;1;1
010650001002041;010650001002;117,093771157752;1;1; ;2;1;72;6;3;3;3;290,666111111111;8;48,76;75;1;1
010650001002051;010650001002;117,093771157752;1;1; ;2;2;55;6;3;1;3;58,4166666666667;1;40,55;25;1;1
010650001002061;010650001002;117,093771157752;1;1; ;2;1;63;6;3;5;10;139,069;4;163,95;30;1;1
010650001002071;010650001002;117,093771157752;1;1; ;2;1;51;6;4;1;1;387,396666666667;9;109,53; ;1;1
010650001002081;010650001002;117,093771157752;1;1; ;2;1;52;6;5;2;3;357,536666666667;8;163,59; ;1;1
010650001002091;010650001002;117,093771157752;1;1; ;2;1;53;6;3;3;5;288,0355;8;68,03; ;1;2
010650001002101;010650001002;117,093771157752;1;1; ;2;1;62;6;3;1;1;245,583333333333;7;68,35; ;3;1
010650001002111;010650001002;117,093771157752;1;1; ;2;2;61;6;3;2;3;77,7211111111111;2;162,24; ;2;1
010650001002121;010650001002;117,093771157752;1;1; ;2;1;29;6;3;2;4;115,335;3; ; ;3;1
010650999029011;010650999029;117,093771157752;1;1; ;2;1;52;6;3;4;7;100,090476190476;2;234,31; ;1;1
010650999029021;010650999029;117,093771157752;1;1; ;2;2;86;6;1;1;1;55,67;1;12,66; ;3;1
010650999029031;010650999029;117,093771157752;1;1; ;2;2;58;6;3;1;2;166,833333333333;5;126,24; ;1;2
010650999029041;010650999029;117,093771157752;1;1; ;2;2;69;6;1;1;3;61,1816666666667;1;25,09; ;5;1
010650999029051;010650999029;117,093771157752;1;1; ;2;1;49;6;4;2;3;160,773333333333;5;157,47; ;2;2
010650999029061;010650999029;117,093771157752;1;1; ;2;1;34;6;3;2;4;78,3075;2;105,76; ;5;2
010650999029071;010650999029;117,093771157752;1;1; ;2;1;21;6;4;2;3;346,733333333333;8;204,64; ;5;2
010650999029081;010650999029;117,093771157752;1;1; ;2;1;72;6;1;1;1;235,18;7;54,83; ;1;1
010650999029091;010650999029;117,093771157752;1;1; ;2;2;70;6;3;2;3;116,902777777778;3;165,73; ;2;2
010650999029101;010650999029;117,093771157752;1;1; ;2;2;66;6;3;2;5;26,3783333333333;1;36,05; ;5;1
010650999029111;010650999029;117,093771157752;1;1; ;2;1;62;6;3;3;7;57,3509523809524;1;159,17; ;5;1
010650999029121;010650999029;117,093771157752;1;1; ;2;1;60;6;3;3;6;71,88;1;103,41;15,83;5;1
010750001003011;010750001003;117,093771157752;1;1; ;2;1;80;6;3;2;6;131,859722222222;4;200,06; ;1;1
010750001003021;010750001003;117,093771157752;1;1; ;2;1;42;6;3;1;4;170,26;5;243,67; ;1;2
010750001003031;010750001003;117,093771157752;1;1; ;2;1;46;6;4;1;3;192,780277777778;6;117,62; ;1;1
010750001003041;010750001003;117,093771157752;1;1; ;2;2;61;6;1;1;2;189,745;6;58,8; ;1;1
010750001003051;010750001003;117,093771157752;1;1; ;2;1;54;6;3;3;8;110,322083333333;3;254,76; ;1;1
010750001003061;010750001003;117,093771157752;1;1; ;2;1;85;6;3;1;2;467;9;34,35; ;1;1
010750001003071;010750001003;117,093771157752;1;1; ;2;1;49;6;5;2;3;400,87;9;346,79; ;1;2
010750001003081;010750001003;117,093771157752;1;1; ;2;1;28;6;4;1;3;254,248888888889;7;123,79;37,92;1;1
