Identif_hog;Identif_2010;Fexp_cen2010;Provincia;Dominio;Ciudad_Auto;Área;sexo;edad;etnia;instruccion;perceptor;numpers;ing_cor_per;dec_nac_per;d1;d10;VI15;NV05
010750001003091;010750001003;117,093771157752;1;1; ;2;1;40;6;3;1;3;192,444444444444;6;34,71;122,5;1;2
010750001003101;010750001003;117,093771157752;1;1; ;2;2;72;6;3;1;4;64,2845833333333;1;64,81; ;1;1
010750001003111;010750001003;117,093771157752;1;1; ;2;2;45;6;4;2;2;401,423333333333;9;116,05; ;1;2
010750001003121;010750001003;117,093771157752;1;1; ;2;1;44;6;4;2;3;244,88;7;112,18;37,92;1;1
010850001006011;010850001006;61,9041453482301;1;1; ;1;2;64;6;1;1;5;101,01;2;26,27; ;1;1
010850001006021;010850001006;61,9041453482301;1;1; ;1;1;62;6;3;5;15;75,606;1;389,25; ;1;1
010850001006031;010850001006;61,9041453482301;1;1; ;1;2;71;6;1;2;2;131,11;4;115,87; ;1;1
010850001006041;010850001006;61,9041453482301;1;1; ;1;2;45;6;4;1;2;323,246666666667;8;14,59; ;1;2
010850001006051;010850001006;61,9041453482301;1;1; ;1;1;74;6;3;2;3;307,991666666667;8;58,16; ;1;2
010850001006061;010850001006;61,9041453482301;1;1; ;1;1;40;6;4;2;4;158,458333333333;5;102,68;37,08;1;1
010850001006071;010850001006;61,9041453482301;1;1; ;1;1;31;6;3;2;4;123,7025;3;77,08; ;1;1
010850001006081;010850001006;61,9041453482301;1;1; ;1;1;44;6;4;1;4;180,0875;5;37,19;27,08;1;2
010850001006091;010850001006;61,9041453482301;1;1; ;1;1;56;6;3;3;7;187,809523809524;6;320,12;,83;1;1
010850001006101;010850001006;61,9041453482301;1;1; ;1;2;53;6;5;2;4;230,016666666667;7;149,17;83,75;1;1
010850001006111;010850001006;61,9041453482301;1;1; ;1;1;73;6;4;3;7;85,1585714285714;2;177,24;27,08;1;1
010850001006121;010850001006;61,9041453482301;1;1; ;1;1;30;6;4;2;4;138,793333333333;4;214,43;2,5;1;1
010851001002011;010851001002;117,093771157752;1;1; ;2;1;35;6;3;2;3;155,876666666667;4;50,11; ;1;2
010851001002021;010851001002;117,093771157752;1;1; ;2;1;40;6;3;1;2;318,75;8;94,14; ;1;1
010851001002031;010851001002;117,093771157752;1;1; ;2;1;33;6;4;1;5;278,984;8;166,58; ;1;2
010851001002041;010851001002;117,093771157752;1;1; ;2;1;41;6;3;2;5;96,296;2;187,36;2,92;1;1
010851001002051;010851001002;117,093771157752;1;1; ;2;1;39;6;4;3;5;200,392666666667;6;291,74; ;1;1
010851001002061;010851001002;117,093771157752;1;1; ;2;1;81;6;3;1;1;503,813333333333;9;2; ;1;1
010851001002071;010851001002;117,093771157752;1;1; ;2;1;82;6;3;1;1;149,34;4;13,94; ;1;1
010851001002081;010851001002;117,093771157752;1;1; ;2;1;58;6;3;2;6;110,788888888889;3;235,55; ;2;1
010851001002091;010851001002;117,093771157752;1;1; ;2;1;63;6;3;3;4;384,57375;9;286,11;,38;2;1
010851001002101;010851001002;117,093771157752;1;1; ;2;2;48;6;3;1;4;162,5;5;78,72; ;1;1
010851001002111;010851001002;117,093771157752;1;1; ;2;2;74;6;3;1;2;326,5625;8;33,75; ;2;1
010851001002121;010851001002;117,093771157752;1;1; ;2;1;75;6;3;3;4;126,942708333333;3;66,92;12,17;2;1
010853999007011;010853999007;117,093771157752;1;1; ;2;2;83;6;3;2;4;81,2291666666667;2;52,64; ;5;2
010853999007021;010853999007;117,093771157752;1;1; ;2;1;62;6;3;2;2;162,653333333333;5;99,62; ;2;1
010853999007031;010853999007;117,093771157752;1;1; ;2;2;52;6;3;2;4;55,9525;1;17,01; ;2;1
010853999007041;010853999007;117,093771157752;1;1; ;2;1;58;6;3;1;1;148,175;4;24,98; ;2;2
010853999007051;010853999007;117,093771157752;1;1; ;2;1;52;6;3;3;5;276,496333333333;7;96,97; ;2;2
010853999007061;010853999007;117,093771157752;1;1; ;2;1;64;6;3;2;4;104,947916666667;3;166,86; ;3;2
010853999007071;010853999007;117,093771157752;1;1; ;2;1;34;6;3;3;4;104,591666666667;3;107,36; ;3;1
010853999007081;010853999007;117,093771157752;1;1; ;2;1;33;6;3;2;4;91,3825;2;150,18; ;3;1
010853999007091;010853999007;117,093771157752;1;1; ;2;2;58;6;3;1;1;103,93;3;24,05; ;5;1
010853999007101;010853999007;117,093771157752;1;1; ;2;1;50;6;3;4;7;181,499047619048;5;236,16; ;2;2
010853999007111;010853999007;117,093771157752;1;1; ;2;1;33;6;3;2;4;120,270833333333;3;81,24; ;2;1
010853999007121;010853999007;117,093771157752;1;1; ;2;1;60;6;3;2;2;213,22625;6;297,18; ;2;1
010950001002011;010950001002;67,531794925342;1;1; ;1;2;83;6;2;1;1;98,2;2;22,51; ;1;1
010950001002021;010950001002;67,531794925342;1;1; ;1;1;19;6;3;2;4;135,795;4;212,39; ;2;1
010950001002031;010950001002;67,531794925342;1;1; ;1;1;49;6;2;2;3;780,207777777778;10;14,15; ;1;2
010950001002041;010950001002;67,531794925342;1;1; ;1;2;70;6;3;3;4;239,11625;7;150,09;32,33;1;1
010950001002051;010950001002;67,531794925342;1;1; ;1;1;64;6;3;2;2;251,66;7;105,34; ;1;1
010950001002061;010950001002;67,531794925342;1;1; ;1;1;50;6;4;2;2;934,47;10;18,71; ;1;2
010950001002071;010950001002;67,531794925342;1;1; ;1;1;25;6;3;2;3;173,966666666667;5;107,7; ;1;1
010950001002091;010950001002;67,531794925342;1;1; ;1;2;59;6;5;1;1;748,43;10;167,53; ;1;1
010950001002101;010950001002;67,531794925342;1;1; ;1;1;40;6;4;2;3;492,653333333333;9;183,69;28,33;1;2
010950001002111;010950001002;67,531794925342;1;1; ;1;1;51;6;4;3;6;173,973333333333;5;566,45; ;1;2
010950001002121;010950001002;67,531794925342;1;1; ;1;1;31;6;3;2;3;253,593333333333;7;252,65; ;1;2
010950999021011;010950999021;117,093771157752;1;1; ;2;1;34;6;3;2;4;169,881458333333;5;105,1; ;2;2
010950999021021;010950999021;117,093771157752;1;1; ;2;1;55;6;3;3;6;99,5355555555555;2;144,58;4,17;2;1
010950999021031;010950999021;117,093771157752;1;1; ;2;1;49;6;3;3;6;108,225138888889;3;87,46;39,5;2;1
010950999021041;010950999021;117,093771157752;1;1; ;2;2;32;6;3;1;3;100,748888888889;2;104,69; ;2;1
010950999021051;010950999021;117,093771157752;1;1; ;2;2;83;6;3;1;1;230,331666666667;7;24,31; ;5;1
010950999021061;010950999021;117,093771157752;1;1; ;2;1;47;6;3;1;6;108,737638888889;3;210,94; ;2;1
010950999021071;010950999021;117,093771157752;1;1; ;2;2;93;6;1;1;1;137,826666666667;4;59,21; ;2;1
010950999021081;010950999021;117,093771157752;1;1; ;2;1;80;6;3;2;2;350,108333333333;8;6,44; ;2;1
010950999021091;010950999021;117,093771157752;1;1; ;2;2;79;6;3;3;4;189,758541666667;6;262,67; ;2;1
010950999021101;010950999021;117,093771157752;1;1; ;2;2;71;6;3;1;2;57,6833333333333;1;44,36; ;3;1
010950999021111;010950999021;117,093771157752;1;1; ;2;2;39;6;3;1;3;125,812222222222;3;103,48; ;2;1
010950999021121;010950999021;117,093771157752;1;1; ;2;2;60;6;3;1;3;148,245555555556;4;78,04; ;2;1
010951999001011;010951999001;117,093771157752;1;1; ;2;2;73;7;3;1;2;110,961666666667;3;29,17; ;1;1
010951999001021;010951999001;117,093771157752;1;1; ;2;1;72;6;3;2;2;204,979166666667;6;148,08; ;1;2
010951999001031;010951999001;117,093771157752;1;1; ;2;1;52;6;3;4;7;113,985238095238;3;185,41;101,67;1;2
010951999001041;010951999001;117,093771157752;1;1; ;2;2;73;7;3;1;1;370,38;9;98,12; ;2;1
010951999001051;010951999001;117,093771157752;1;1; ;2;1;40;6;3;4;6;184,018194444444;5;106,05; ;2;2
010951999001061;010951999001;117,093771157752;1;1; ;2;1;55;6;3;3;5;107,127;3;172,01;3,33;2;1
010951999001071;010951999001;117,093771157752;1;1; ;2;1;43;4;3;2;7;77,6254761904762;2;231,12; ;2;1
010951999001081;010951999001;117,093771157752;1;1; ;2;1;27;6;3;2;5;140,187666666667;4;138,38; ;2;2
010951999001091;010951999001;117,093771157752;1;1; ;2;1;50;6;1;2;2;65,8791666666667;1;16,74; ;5;1
010951999001101;010951999001;117,093771157752;1;1; ;2;1;63;6;3;2;5;113,379;3;148,15; ;2;1
010951999001111;010951999001;117,093771157752;1;1; ;2;1;67;7;3;1;2;193,725833333333;6;135,45; ;2;1
010951999001121;010951999001;117,093771157752;1;1; ;2;1;51;6;3;2;6;163,350555555556;5;355,79; ;1;1
010953001002011;010953001002;117,093771157752;1;1; ;2;1;28;6;3;1;4;90,2716666666667;2;140,97; ;1;2
010953001002021;010953001002;117,093771157752;1;1; ;2;2;66;6;3;1;1;100,493333333333;2;27,11; ;2;1
010953001002031;010953001002;117,093771157752;1;1; ;2;2;26;6;3;1;4;95,5316666666667;2;219,34; ;2;1
010953001002041;010953001002;117,093771157752;1;1; ;2;1;61;6;3;2;2;120,348333333333;3;105,94; ;2;1
010953001002051;010953001002;117,093771157752;1;1; ;2;2;68;6;3;1;2;93,8033333333333;2;36,26; ;1;1
010953001002061;010953001002;117,093771157752;1;1; ;2;2;67;6;3;1;1;137,116666666667;4;39,38; ;1;2
010953001002071;010953001002;117,093771157752;1;1; ;2;1;63;6;3;4;10;32,3766666666667;1;121; ;1;1
010953001002081;010953001002;117,093771157752;1;1; ;2;1;35;6;3;2;4;163,796666666667;5;244,02; ;2;1
010953001002091;010953001002;117,093771157752;1;1; ;2;2;84;6;3;2;2;129,373333333333;4;34,86; ;5;2
010953001002101;010953001002;117,093771157752;1;1; ;2;1;51;6;3;2;4;81,1658333333333;2;118,44;5,33;1;1
010953001002111;010953001002;117,093771157752;1;1; ;2;1;80;6;3;1;1;114,15;3;70,88; ;1;1
010953001002121;010953001002;117,093771157752;1;1; ;2;1;39;6;3;2;5;48,6401666666667;1;131,12; ;1;1
010955999002011;010955999002;117,093771157752;1;1; ;2;1;37;6;3;2;5;88,753;2;142,14; ;1;1
010955999002021;010955999002;117,093771157752;1;1; ;2;1;55;6;3;2;4;127,03625;3;131,3; ;2;1
010955999002031;010955999002;117,093771157752;1;1; ;2;1;39;6;3;2;4;84,6475;2;205,64; ;2;2
010955999002041;010955999002;117,093771157752;1;1; ;2;1;29;6;3;1;3;91,4733333333333;2;173,36;100;2;1
010955999002051;010955999002;117,093771157752;1;1; ;2;1;30;6;3;2;5;152,456;4;28,1; ;5;1
010955999002061;010955999002;117,093771157752;1;1; ;2;1;57;6;3;2;5;139,938666666667;4;71,23; ;2;1
010955999002071;010955999002;117,093771157752;1;1; ;2;1;32;6;4;2;4;126,165833333333;3;77,86;6,5;5;1
010955999002081;010955999002;117,093771157752;1;1; ;2;1;53;6;3;2;5;118,155666666667;3;151,37; ;2;1
010955999002091;010955999002;117,093771157752;1;1; ;2;1;28;6;3;2;3;116,756666666667;3;135,75; ;3;1
010955999002101;010955999002;117,093771157752;1;1; ;2;1;49;6;3;2;6;66,495;1;241,42; ;2;1
010955999002111;010955999002;117,093771157752;1;1; ;2;1;39;6;3;2;6;131,238888888889;4;224,92; ;2;1
010955999002121;010955999002;117,093771157752;1;1; ;2;2;51;6;3;1;4;77,48875;2; ; ;2;1
010956999009011;010956999009;117,093771157752;1;1; ;2;2;36;6;3;1;3;250,447222222222;7;477,8; ;2;1
010956999009021;010956999009;117,093771157752;1;1; ;2;1;35;6;4;2;5;52,486;1;242,6; ;2;1
010956999009031;010956999009;117,093771157752;1;1; ;2;2;32;6;3;1;4;70,9395833333333;1;97,81; ;2;2
010956999009041;010956999009;117,093771157752;1;1; ;2;1;63;6;3;4;9;38,762962962963;1;221,42; ;4;1
010956999009051;010956999009;117,093771157752;1;1; ;2;1;35;6;3;1;4;150,4125;4;221,66; ;1;2
010956999009061;010956999009;117,093771157752;1;1; ;2;2;54;6;3;2;4;59,2833333333333;1;98,6; ;2;1
010956999009071;010956999009;117,093771157752;1;1; ;2;2;30;6;3;1;4;84,3895833333333;2;75,17; ;2;2
010956999009081;010956999009;117,093771157752;1;1; ;2;1;38;6;3;1;5;85,1176666666667;2;136,46; ;2;1
010956999009091;010956999009;117,093771157752;1;1; ;2;1;69;6;3;2;2;98,0441666666667;2;64,98; ;2;1
010956999009101;010956999009;117,093771157752;1;1; ;2;1;26;6;1;2;4;108,429166666667;3;123,58; ;5;1
010956999009111;010956999009;117,093771157752;1;1; ;2;1;37;6;3;2;5;78,4116666666667;2;156,66; ;2;1
010956999009121;010956999009;117,093771157752;1;1; ;2;1;75;6;3;3;5;68,3516666666667;1;87,82; ;2;1
011150001003011;011150001003;61,9041453482301;1;1; ;1;1;23;6;5;1;2;269,941666666667;7;95,06;134,17;1;2
011150001003021;011150001003;61,9041453482301;1;1; ;1;1;72;6;3;4;7;138,735;4;248,06; ;1;1
011150001003031;011150001003;61,9041453482301;1;1; ;1;1;62;6;3;2;2;253,685;7;192,24; ;1;1
011150001003041;011150001003;61,9041453482301;1;1; ;1;1;38;6;5;1;3;134,943333333333;4;153,8; ;1;1
011150001003051;011150001003;61,9041453482301;1;1; ;1;1;68;6;3;2;3;229,3;7;224,77; ;1;1
011150001003061;011150001003;61,9041453482301;1;1; ;1;1;23;6;3;2;3;210,637777777778;6;261,36;10;1;1
011150001003071;011150001003;61,9041453482301;1;1; ;1;2;72;6;3;1;2;183,085;5;64,47; ;1;1
011150001003081;011150001003;61,9041453482301;1;1; ;1;2;85;6;3;1;2;139,681666666667;4;67,04; ;1;1
011150001003091;011150001003;61,9041453482301;1;1; ;1;1;57;6;3;3;7;146,89;4;275,46; ;2;1
011150001003101;011150001003;61,9041453482301;1;1; ;1;1;48;6;4;2;3;344,48;8;113,61;55,17;1;1
011150001003111;011150001003;61,9041453482301;1;1; ;1;2;64;4;1;1;1;571,206666666667;10;18,38; ;1;1
011150001003121;011150001003;61,9041453482301;1;1; ;1;2;40;6;3;1;3;134,89;4;56,97; ;1;1
011150999003011;011150999003;117,093771157752;1;1; ;2;1;60;6;3;1;2;236,8125;7;288,85; ;2;1
011150999003021;011150999003;117,093771157752;1;1; ;2;1;46;6;3;3;3;298,166666666667;8;261; ;2;1
011150999003031;011150999003;117,093771157752;1;1; ;2;1;33;6;3;2;8;100,770416666667;2;155,45; ;2;1
011150999003041;011150999003;117,093771157752;1;1; ;2;1;35;7;4;2;4;103,727083333333;3;82,87; ;3;2
011150999003051;011150999003;117,093771157752;1;1; ;2;2;52;6;3;3;6;195,293194444444;6;286,57;58,33;1;1
011150999003061;011150999003;117,093771157752;1;1; ;2;1;28;6;4;2;6;388,863333333333;9;235,66;72,33;1;1
011150999003071;011150999003;117,093771157752;1;1; ;2;2;40;6;3;1;4;93,8577083333333;2;72,17; ;1;1
011150999003081;011150999003;117,093771157752;1;1; ;2;2;20;6;5;2;6;186,205;6;182,84; ;1;2
011150999003091;011150999003;117,093771157752;1;1; ;2;1;76;6;3;3;3;167,666666666667;5;128,85; ;2;1
011150999003101;011150999003;117,093771157752;1;1; ;2;2;80;6;1;2;2;283,263333333333;8;63,31;13,25;2;1
011150999003111;011150999003;117,093771157752;1;1; ;2;1;33;6;4;2;5;139,290333333333;4;80,69; ;2;1
011150999003121;011150999003;117,093771157752;1;1; ;2;1;27;6;3;2;5;98,27;2;141,02; ;1;1
011253001001011;011253001001;117,093771157752;1;1; ;2;1;59;6;3;2;4;176,54;5;136,69; ;1;1
011253001001021;011253001001;117,093771157752;1;1; ;2;1;45;6;4;2;4;182,155833333333;5;197,8; ;1;2
011253001001031;011253001001;117,093771157752;1;1; ;2;1;67;6;3;2;4;144,4675;4;103,83; ;1;1
011253001001041;011253001001;117,093771157752;1;1; ;2;1;78;6;3;1;1;493,12;9;75,3; ;1;1
011253001001051;011253001001;117,093771157752;1;1; ;2;1;55;6;3;4;7;210,747142857143;6;340,56; ;1;1
011253001001061;011253001001;117,093771157752;1;1; ;2;1;40;6;4;2;2;354,156666666667;8;74,89; ;1;1
011253001001071;011253001001;117,093771157752;1;1; ;2;2;62;7;3;1;1;176,751666666667;5;7,3; ;1;1
011253001001081;011253001001;117,093771157752;1;1; ;2;2;69;6;3;1;1;323,743333333333;8;21,59; ;1;1
011253001001091;011253001001;117,093771157752;1;1; ;2;2;68;6;3;2;4;97,7925;2;11,16; ;1;2
011253001001101;011253001001;117,093771157752;1;1; ;2;1;62;6;3;2;2;74;1;30,02; ;1;2
011253001001111;011253001001;117,093771157752;1;1; ;2;2;53;6;3;1;1;114,95;3;8,29; ;1;1
011253001001121;011253001001;117,093771157752;1;1; ;2;1;41;6;5;1;5;473,391333333333;9;70,92; ;1;2
011351001001011;011351001001;117,093771157752;1;1; ;2;2;73;6;3;1;1;235,39;7;94,25; ;1;1
011351001001021;011351001001;117,093771157752;1;1; ;2;1;80;6;3;2;2;182,105833333333;5;66,18; ;1;1
011351001001031;011351001001;117,093771157752;1;1; ;2;1;69;6;3;4;4;440,403125;9;237,92;2,5;1;2
011351001001041;011351001001;117,093771157752;1;1; ;2;1;64;6;3;3;7;167,845714285714;5;191,95; ;2;2
011351001001051;011351001001;117,093771157752;1;1; ;2;1;56;6;3;2;5;556,776333333333;10;47,83; ;2;2
011351001001061;011351001001;117,093771157752;1;1; ;2;1;42;6;3;2;5;177,002666666667;5;74,01; ;1;1
011351001001071;011351001001;117,093771157752;1;1; ;2;1;59;6;3;2;6;247,430555555556;7;139,5; ;1;1
011351001001081;011351001001;117,093771157752;1;1; ;2;1;24;6;4;2;3;309,525;8;261,71; ;2;2
011351001001091;011351001001;117,093771157752;1;1; ;2;1;69;6;3;1;1;95,055;2;10,81; ;1;1
011351001001101;011351001001;117,093771157752;1;1; ;2;1;43;6;4;3;7;1404,55285714286;10;14,37; ;1;2
011351001001111;011351001001;117,093771157752;1;1; ;2;2;30;6;3;1;2;156,558333333333;5;22,24; ;1;1
011351001001121;011351001001;117,093771157752;1;1; ;2;1;19;6;4;2;3;225,88;7;209,56; ;1;2
011450999003011;011450999003;117,093771157752;1;1; ;2;1;56;6;3;2;6;300,012777777778;8;229,4;59,17;2;2
011450999003021;011450999003;117,093771157752;1;1; ;2;1;38;6;4;1;7;163,738095238095;5;448,72;91,67;2;1
011450999003031;011450999003;117,093771157752;1;1; ;2;1;78;6;3;2;2;194,283333333333;6;76,92; ;2;2
011450999003041;011450999003;117,093771157752;1;1; ;2;2;73;6;1;1;1;288,428333333333;8;130,8; ;5;1
011450999003051;011450999003;117,093771157752;1;1; ;2;1;43;6;3;2;7;107,294047619048;3;301,77; ;2;1
011450999003061;011450999003;117,093771157752;1;1; ;2;2;71;6;3;1;1;200,835;6;14,45; ;3;1
011450999003071;011450999003;117,093771157752;1;1; ;2;1;35;6;3;4;4;181,722916666667;5;2; ;2;1
011450999003081;011450999003;117,093771157752;1;1; ;2;1;41;6;3;1;2;102,454166666667;2;29,51; ;2;1
011450999003091;011450999003;117,093771157752;1;1; ;2;1;34;6;3;2;4;85,5375;2;210,45; ;2;1
011450999003101;011450999003;117,093771157752;1;1; ;2;2;72;6;3;2;3;91,3188888888889;2;5,15; ;2;1
011450999003111;011450999003;117,093771157752;1;1; ;2;1;78;6;3;2;2;195,688333333333;6;243,6; ;2;1
011450999003121;011450999003;117,093771157752;1;1; ;2;2;81;6;3;1;1;100,733333333333;2;14,9; ;5;1
011550001003011;011550001003;61,9041453482301;1;1; ;1;1;45;6;1;4;7;122,142857142857;3;268,42; ;5;1
011550001003021;011550001003;61,9041453482301;1;1; ;1;1;53;6;4;2;5;199,101333333333;6;238,72; ;2;2
011550001003031;011550001003;61,9041453482301;1;1; ;1;1;70;6;3;1;2;301,785833333333;8;138,09; ;1;1
011550001003041;011550001003;61,9041453482301;1;1; ;1;1;69;6;1;1;1;503,831666666667;9;268,84; ;2;1
011550001003051;011550001003;61,9041453482301;1;1; ;1;2;53;6;3;4;5;405,638;9;290,12; ;1;2
011550001003061;011550001003;61,9041453482301;1;1; ;1;1;40;6;3;2;5;124,8;3;127,01; ;2;1
011550001003071;011550001003;61,9041453482301;1;1; ;1;2;45;6;4;1;3;358,664444444444;8;120,78;71,67;1;2
011550001003081;011550001003;61,9041453482301;1;1; ;1;1;46;6;5;1;3;374,333333333333;9;135,59;48,75;1;2
011550001003091;011550001003;61,9041453482301;1;1; ;1;1;76;6;3;5;6;255,605;7;150,21; ;1;2
011550001003101;011550001003;61,9041453482301;1;1; ;1;1;83;6;3;2;2;284,666666666667;8;160,8; ;1;2
011550001003111;011550001003;61,9041453482301;1;1; ;1;1;38;6;5;2;5;142,018;4;155,75; ;1;2
011550001003121;011550001003;61,9041453482301;1;1; ;1;1;45;6;5;1;4;390,8325;9;170,17; ;3;1
011550001013011;011550001013;61,9041453482301;1;1; ;1;1;54;6;4;2;3;394,505555555556;9;122,45;3,33;2;1
011550001013021;011550001013;61,9041453482301;1;1; ;1;1;40;6;3;2;5;210,665333333333;6;394,06; ;2;1
011550001013031;011550001013;61,9041453482301;1;1; ;1;1;40;6;4;1;4;194,4975;6;141,83; ;2;2
011550001013041;011550001013;61,9041453482301;1;1; ;1;1;65;6;3;2;2;213,411666666667;6;237,91; ;2;1
011550001013051;011550001013;61,9041453482301;1;1; ;1;1;45;4;3;1;4;123,6125;3;207,66; ;3;1
011550001013061;011550001013;61,9041453482301;1;1; ;1;1;34;6;4;2;8;76,97875;2;47,55; ;2;1
011550001013071;011550001013;61,9041453482301;1;1; ;1;1;39;6;4;2;4;162,45;5;219,17;3,75;2;2
011550001013081;011550001013;61,9041453482301;1;1; ;1;1;34;6;3;2;3;180,768888888889;5;265,54;6;2;1
011550001013091;011550001013;61,9041453482301;1;1; ;1;1;44;6;3;1;5;101,001333333333;2;140,92; ;2;2
011550001013101;011550001013;61,9041453482301;1;1; ;1;1;60;6;1;2;4;71,7325;1;215,99; ;2;1
011550001013111;011550001013;61,9041453482301;1;1; ;1;1;30;6;3;1;3;118,433333333333;3;157,67; ;2;2
011550001013121;011550001013;61,9041453482301;1;1; ;1;1;28;6;3;1;4;181,1225;5;164,2; ;2;2
011550912001011;011550912001;61,9041453482301;1;1; ;1;1;21;7;3;2;3;228,55;7;95,54; ;3;2
011550912001021;011550912001;61,9041453482301;1;1; ;1;2;27;6;3;1;3;144,48;4;48,05; ;2;1
011550912001031;011550912001;61,9041453482301;1;1; ;1;1;38;6;3;1;5;98,882;2;72,01; ;2;1
011550912001041;011550912001;61,9041453482301;1;1; ;1;1;21;6;4;1;3;266,666666666667;7;276,96; ;2;2
011550912001051;011550912001;61,9041453482301;1;1; ;1;1;65;6;3;1;1;260,353333333333;7;53,54; ;5;2
011550912001061;011550912001;61,9041453482301;1;1; ;1;1;57;6;4;1;1;383,33;9;92,04; ;5;2
011550912001071;011550912001;61,9041453482301;1;1; ;1;1;50;6;3;3;6;161,793333333333;5;73,38;43,67;2;1
011550912001081;011550912001;61,9041453482301;1;1; ;1;1;48;7;3;2;5;127;3;276,5; ;2;2
011550912001091;011550912001;61,9041453482301;1;1; ;1;1;31;6;3;2;5;107,584;3;111,21; ;3;1
011550912001101;011550912001;61,9041453482301;1;1; ;1;1;52;6;3;1;4;137,9;4;70,8; ;2;1
011550912001111;011550912001;61,9041453482301;1;1; ;1;1;43;6;3;2;4;188,603333333333;6;82,22; ;3;1
011550912001121;011550912001;61,9041453482301;1;1; ;1;1;53;6;3;2;5;138,766;4;128,68;15,33;2;2
011550999021011;011550999021;117,093771157752;1;1; ;2;1;30;6;3;2;5;122,568;3;68,21; ;2;1
011550999021021;011550999021;117,093771157752;1;1; ;2;1;38;6;3;2;6;76,6272222222222;1;115,77; ;2;1
011550999021031;011550999021;117,093771157752;1;1; ;2;2;72;6;3;1;1;312,266666666667;8;145,23; ;5;1
011550999021041;011550999021;117,093771157752;1;1; ;2;1;42;6;3;2;8;88,0116666666667;2;142,37; ;2;1
011550999021051;011550999021;117,093771157752;1;1; ;2;1;54;6;3;4;7;235,999285714286;7;102,2;27,92;2;2
011550999021061;011550999021;117,093771157752;1;1; ;2;1;40;6;3;2;7;108,498571428571;3;191,39; ;2;1
011550999021071;011550999021;117,093771157752;1;1; ;2;1;27;6;3;2;4;184,635;5;150,39; ;1;1
011550999021081;011550999021;117,093771157752;1;1; ;2;1;27;6;3;4;7;197,831428571429;6;249,28;21,83;2;1
011550999021091;011550999021;117,093771157752;1;1; ;2;1;27;6;3;2;5;143,826666666667;4;101,75; ;2;1
011550999021101;011550999021;117,093771157752;1;1; ;2;1;30;6;3;2;4;103,2925;2;56,79; ;2;1
011550999021111;011550999021;117,093771157752;1;1; ;2;1;38;6;5;2;3;704,634444444444;10;44,65; ;2;2
011550999021121;011550999021;117,093771157752;1;1; ;2;1;31;6;4;2;3;376,834444444444;9;105,56; ;2;2
011551999019011;011551999019;117,093771157752;1;1; ;2;1;32;6;3;2;4;62,75;1;127,43; ;5;2
011551999019021;011551999019;117,093771157752;1;1; ;2;2;72;6;3;1;3;56,7697222222222;1;49,33; ;5;1
