distrito,muni,localida,pobtotal,vp,vpcontv
23,5,21,35,6,0
23,5,22,44,6,0
23,5,23,79,11,0
23,5,24,30,5,0
23,5,25,106,19,1
23,5,26,25,5,0
23,5,27,27,4,0
23,6,1,1722,395,232
23,6,2,72,18,4
23,6,3,132,25,6
23,6,4,216,34,0
23,6,5,311,64,14
23,6,6,103,19,8
23,6,7,138,21,0
23,6,8,147,35,14
23,6,9,395,71,21
23,6,10,155,31,1
23,6,11,194,34,5
23,6,12,178,31,6
23,6,13,104,15,0
23,6,14,89,19,0
23,6,15,464,79,13
23,6,16,123,25,3
23,6,17,962,181,56
23,6,18,215,38,11
23,6,19,38,7,3
23,6,20,166,30,8
23,6,21,59,13,3
23,6,22,140,22,0
23,6,23,89,16,0
23,6,24,95,17,0
23,6,25,261,50,3
23,6,26,32,5,1
23,6,27,20,5,1
23,6,28,52,9,0
23,6,29,224,42,7
23,6,30,92,17,0
23,6,31,206,37,10
23,6,32,157,31,11
23,6,33,292,72,25
23,6,34,92,15,0
23,6,35,449,71,14
23,6,36,47,9,0
23,6,37,37,7,3
23,6,38,355,70,17
23,6,39,37,5,1
23,6,40,115,17,0
23,6,41,106,21,3
23,6,42,59,10,0
23,6,43,6,3,0
23,6,44,39,5,0
23,6,45,12,3,0
23,6,46,17,3,0
23,6,47,37,7,0
23,6,48,21,3,0
23,6,49,219,46,11
23,6,50,143,27,5
23,6,51,23,5,0
23,6,52,16,5,0
23,6,53,36,6,0
23,6,54,34,4,0
23,6,55,85,17,3
23,6,56,57,10,0
23,6,57,34,8,0
23,6,58,35,8,1
23,6,59,40,6,0
23,6,60,52,9,4
23,6,61,39,7,0
23,6,62,14,3,0
23,6,63,31,7,0
23,6,64,39,10,0
23,6,65,43,7,0
23,6,66,45,8,0
23,6,67,62,14,1
23,6,68,41,7,0
23,6,69,73,12,0
23,6,70,19,4,0
23,6,71,42,7,0
23,6,72,26,5,0
23,6,73,127,21,0
23,6,74,35,8,1
23,6,75,87,16,4
23,6,76,27,4,0
23,6,77,20,3,0
23,6,78,24,5,0
23,6,79,18,4,0
23,6,80,37,7,0
23,6,81,30,5,0
23,6,82,51,9,0
23,6,83,73,11,0
23,6,84,70,10,0
23,6,85,60,10,0
23,6,86,49,8,1
23,6,87,88,15,0
23,6,88,27,4,0
23,6,89,20,3,0
23,6,90,46,9,0
23,6,91,21,4,0
23,6,92,29,5,0
23,6,93,10,3,0
23,6,94,56,11,0
23,6,95,187,30,0
23,6,96,25,3,0
23,6,97,53,10,0
23,6,98,120,19,2
23,6,99,101,23,1
23,6,100,92,19,4
23,6,101,32,4,0
23,6,102,96,19,3
23,6,103,78,14,5
23,6,104,13,3,0
23,6,105,70,13,0
23,6,106,53,11,6
23,6,107,19,5,3
23,6,108,19,4,0
23,6,109,12,4,0
23,6,110,14,3,0
23,6,111,148,24,0
23,6,112,211,36,1
23,7,1,400,71,12
23,7,2,225,41,5
23,7,3,533,104,3
23,7,4,595,91,0
23,7,5,148,39,0
23,7,6,312,53,0
23,7,7,370,58,0
23,7,8,644,123,0
23,7,9,749,131,0
23,7,10,202,34,0
23,7,11,747,130,0
23,7,12,512,95,1
23,7,13,609,113,7
23,7,14,214,37,0
23,7,15,873,156,1
23,7,16,720,138,0
23,7,17,588,108,5
23,7,18,629,111,3
23,7,19,230,40,0
23,7,20,304,51,0
23,7,21,270,50,0
23,7,22,184,35,0
23,7,23,258,46,0
23,7,24,131,24,0
23,7,25,144,28,0
23,7,26,269,51,0
23,7,27,325,54,0
23,7,28,195,36,0
23,7,29,140,25,0
23,7,30,144,26,0
23,7,31,85,13,0
23,7,32,157,24,0
23,7,33,103,19,0
23,7,34,256,63,0
23,7,35,52,10,0
23,7,36,23,4,0
23,7,37,35,8,0
23,7,38,125,20,0
23,7,39,133,26,0
23,7,40,86,16,0
23,7,41,68,11,0
23,7,42,58,11,0
23,7,43,46,8,0
23,7,44,20,4,0
23,7,45,177,34,0
23,7,46,194,37,0
23,7,47,130,27,0
23,7,48,189,35,0
23,7,49,105,18,0
23,7,50,81,13,0
23,7,51,55,12,0
23,7,52,136,21,0
23,7,53,203,34,0
23,7,54,40,5,0
23,7,55,38,4,0
23,7,56,46,11,0
23,7,57,114,17,0
23,7,58,253,50,0
23,7,59,80,18,1
23,7,60,39,6,0
23,7,61,135,27,1
23,7,62,22,3,0
23,7,63,42,6,0
23,7,64,47,8,0
23,8,1,925,152,15
23,8,2,62,11,2
23,8,3,30,7,0
23,8,4,41,6,1
23,9,1,566,136,21
23,9,2,706,140,12
23,9,3,205,47,15
23,9,4,18,4,0
23,9,5,28,5,1
23,9,6,101,27,5
23,9,7,49,7,0
23,10,1,1120,193,17
23,10,2,110,22,5
23,10,3,185,37,2
23,10,4,183,31,1
23,10,5,16,4,0
23,11,1,843,168,8
23,11,2,419,71,0
23,11,3,304,54,0
23,11,4,335,57,1
23,11,5,387,67,0
23,11,6,307,60,0
23,11,7,298,52,0
23,11,8,252,43,0
23,11,9,208,35,1
23,11,10,676,119,0
23,11,11,365,59,0
23,11,12,293,59,0
23,11,13,140,27,0
23,11,14,621,109,0
23,11,15,247,53,0
23,11,16,337,55,0
23,11,17,280,41,0
23,11,18,437,84,0
23,11,19,213,42,0
23,11,20,317,53,0
23,11,21,46,7,0
23,11,22,119,21,0
23,11,23,27,5,0
23,11,24,273,46,0
23,11,25,77,13,0
23,11,26,94,17,0
23,11,27,112,19,0
23,11,28,152,28,0
23,11,29,138,24,1
23,11,30,61,9,0
23,11,31,151,26,0
23,11,32,57,11,0
23,11,33,54,9,0
23,11,34,174,29,0
23,11,35,142,26,0
23,11,36,92,19,0
23,11,37,74,14,0
23,11,38,46,10,0
23,11,39,195,33,1
23,11,40,67,10,0
23,11,41,48,9,0
23,11,42,44,8,0
23,12,1,429,97,22
23,12,2,217,39,2
23,12,3,286,53,0
23,12,4,232,42,10
23,12,5,97,17,4
23,12,6,90,14,0
23,12,7,80,13,0
23,12,8,36,5,0
23,12,9,21,4,0
23,12,10,13,3,0
23,12,11,16,3,2
23,12,12,35,6,1
23,12,13,83,17,6
23,12,14,39,8,0
23,13,1,739,123,18
23,13,2,222,31,3
23,13,3,258,45,2
23,13,4,221,33,0
23,13,5,138,21,6
23,13,6,54,9,0
23,13,7,384,68,3
23,13,8,391,62,9
23,13,9,638,99,0
23,13,10,26,4,0
23,13,11,143,24,1
23,13,12,27,4,0
23,13,13,23,4,0
23,13,14,40,8,0
23,14,1,2082,427,120
23,14,2,134,18,3
23,14,3,84,15,5
23,14,4,134,22,0
23,14,5,387,65,19
23,14,6,127,28,0
23,14,7,28,4,2
23,14,8,64,12,1
23,14,9,109,16,0
23,14,10,245,43,9
23,14,11,62,13,3
23,14,12,154,31,3
23,14,13,68,13,3
23,14,14,146,29,6
23,14,15,38,8,2
23,14,16,128,18,0
23,14,17,97,19,4
23,14,18,82,17,3
23,14,19,33,6,0
23,14,20,7,3,0
23,14,21,17,4,0
23,14,22,31,8,1
23,14,23,17,3,1
23,14,24,33,7,0
23,14,25,10,3,0
23,14,26,17,4,0
23,15,1,1252,189,31
23,15,2,1610,232,3
23,15,3,424,61,0
23,15,4,46,7,1
23,15,5,37,5,0
23,16,1,282,60,10
23,16,2,301,52,2
23,16,3,101,21,1
23,16,4,269,53,4
23,16,5,269,56,2
23,16,6,70,12,0
23,16,7,425,75,0
23,16,8,276,47,0
23,16,9,655,127,14
23,16,10,54,13,0
23,16,11,359,58,0
23,16,12,36,8,0
23,16,13,31,5,0
23,16,14,56,11,1
24,1,1,2695,469,231
24,1,2,91,22,11
24,1,3,425,75,37
24,1,4,455,83,19
24,1,5,413,88,44
24,1,6,135,31,17
24,1,7,179,44,21
24,1,8,47,9,6
24,1,9,31,10,8
24,1,10,156,33,17
24,1,11,884,157,41
24,1,12,115,21,10
24,1,13,44,8,2
24,1,14,63,9,3
24,1,15,70,11,5
24,2,1,781,188,61
24,2,2,356,75,37
24,2,3,1336,267,156
24,2,4,118,28,12
24,2,5,390,97,28
24,2,6,118,21,2
24,2,7,386,82,21
24,2,8,231,47,11
24,2,9,209,52,6
24,2,10,49,13,1
24,2,11,8,3,0
24,3,1,7699,1636,1292
24,3,2,366,97,37
24,3,3,780,137,69
24,3,4,342,74,30
24,3,5,575,114,76
24,3,6,442,127,91
24,3,7,272,69,48
24,3,8,355,108,37
24,3,9,326,59,21
24,3,10,634,151,70
24,3,11,28,6,0
24,3,12,168,42,28
24,3,13,685,140,77
24,3,14,175,42,25
24,3,15,126,32,13
24,3,16,299,71,50
24,3,17,895,226,88
24,3,18,1469,358,186
24,3,19,220,58,27
24,3,20,272,56,31
24,3,21,92,17,7
24,3,22,681,138,71
24,3,23,329,63,25
24,3,24,26,5,2
24,3,25,11,4,1
24,3,26,145,38,15
24,3,27,31,7,0
24,3,28,12,3,3
24,3,29,11,3,2
24,3,30,23,5,3
24,3,31,28,6,5
24,3,32,15,3,0
24,3,33,41,6,0
24,4,1,1586,331,68
24,4,2,446,97,37
24,5,1,1752,489,242
24,5,2,31,6,0
24,5,3,13,4,1
24,6,1,916,198,105
24,7,1,908,165,44
24,7,2,463,96,36
24,7,3,236,39,11
24,7,4,258,49,37
24,7,5,943,178,91
24,7,6,123,24,10
24,7,7,118,18,6
24,7,8,118,21,10
24,7,9,31,5,2
24,8,1,732,167,75
24,8,2,16,3,3
24,9,1,1198,298,162
24,10,1,773,156,105
24,10,2,39,8,6
24,10,3,46,11,3
24,10,4,17,4,0
24,11,1,3843,697,74
24,11,2,27,4,0
24,11,3,151,23,0
24,11,4,39,6,1
24,11,5,42,7,0
24,11,6,37,7,0
24,12,1,874,203,132
24,13,1,1374,323,101
24,13,2,12,3,0
24,13,3,8,4,1
24,13,4,19,4,0
25,1,1,3650,822,465
25,2,1,990,229,161
25,2,2,31,6,4
25,3,1,12583,2435,2105
25,3,2,500,115,65
25,3,3,130,27,14
25,3,4,154,44,25
25,3,5,336,82,42
25,3,6,506,130,103
25,3,7,226,54,31
25,3,8,823,232,174
25,3,9,1359,244,77
25,3,10,59,12,7
25,3,11,747,171,82
25,3,12,107,19,12
25,3,13,48,6,0
25,3,14,38,9,5
25,3,15,107,22,13
25,3,16,34,5,4
25,3,17,29,5,3
25,3,18,83,18,6
25,3,19,24,6,6
25,3,20,124,24,7
25,3,21,57,15,7
25,3,22,36,9,9
25,3,23,28,6,1
25,3,24,23,6,2
25,3,25,22,4,2
25,4,1,2172,440,291
25,4,2,97,21,15
25,4,3,1395,241,88
25,4,4,719,136,46
25,4,5,458,83,31
25,4,6,260,48,36
25,4,7,362,81,60
25,4,8,65,11,9
25,4,9,26,4,0
25,4,10,8,3,3
25,4,11,83,17,9
25,4,12,16,4,4
25,5,1,4618,995,799
25,5,2,181,31,14
25,5,3,10,3,2
25,6,1,2873,693,298
25,6,2,8,3,1
25,7,1,915,200,164
25,7,2,107,25,14
25,7,3,21,5,0
25,8,1,1468,252,86
25,8,2,12,3,1
25,8,3,26,4,2
25,8,4,12,4,0
25,9,1,1323,324,287
25,9,2,15,4,3
25,10,1,1771,363,276
25,11,1,3112,484,211
25,11,2,35,9,0
25,12,1,1394,362,244
25,12,2,72,14,7
25,13,1,1884,408,168
25,13,2,19,4,4
25,14,1,965,176,51
25,14,2,24,3,1
25,14,3,33,6,2
25,15,1,2543,505,358
25,15,2,459,74,45
25,15,3,380,82,48
25,15,4,12,0,0
25,15,5,12,3,0
25,16,1,1532,334,234
25,16,2,16,4,3
25,16,3,44,8,5
25,17,1,3368,582,337
25,17,2,35,6,5
25,17,3,34,7,3
25,18,1,4048,813,533
25,18,2,501,111,48
25,18,3,66,12,6
25,19,1,953,206,164
25,19,2,897,136,37
25,19,3,1194,203,92
25,19,4,31,7,5
25,19,5,15,4,1
25,20,1,2256,458,191
26,1,1,16724,3374,2740
26,1,2,129,23,14
26,1,3,778,153,65
26,1,4,603,114,59
26,1,5,121,20,11
26,1,6,843,180,75
26,1,7,241,53,37
26,1,8,267,68,34
26,1,9,424,79,65
26,1,10,285,52,15
26,1,11,219,48,38
26,1,12,630,126,44
26,1,13,734,181,33
26,1,14,627,123,12
26,1,15,534,110,25
26,1,16,1360,263,116
26,1,17,384,74,38
26,1,18,528,97,45
26,1,19,142,28,18
26,1,20,397,69,40
26,1,21,117,23,9
26,1,22,126,26,9
26,1,23,28,8,2
26,1,24,62,14,4
26,1,25,217,46,31
26,1,26,138,28,17
26,1,27,417,76,35
26,1,28,119,27,19
26,1,29,326,60,37
26,1,30,86,21,20
26,1,31,357,62,46
26,1,32,206,41,15
26,1,33,202,38,21
26,1,34,339,71,45
26,1,35,215,41,9
26,1,36,569,94,43
26,1,37,62,11,4
26,1,38,137,22,4
26,1,39,35,6,1
26,1,40,27,4,0
26,1,41,194,47,28
26,1,42,42,6,0
26,1,43,7,3,0
26,1,44,14,3,1
26,1,45,88,17,6
26,1,46,146,30,3
26,1,47,263,40,3
26,1,48,60,10,7
26,1,49,189,27,10
26,1,50,73,13,5
26,1,51,67,13,7
26,1,52,31,8,1
26,1,53,41,6,5
26,1,54,60,10,4
26,1,55,37,7,0
26,1,56,109,21,10
26,1,57,80,15,3
26,1,58,43,6,2
26,1,59,26,4,0
26,1,60,110,24,9
26,1,61,74,13,3
26,1,62,146,28,12
26,1,63,173,34,22
26,1,64,140,25,8
26,1,65,69,16,7
26,1,66,103,19,1
26,1,67,93,20,4
26,1,68,26,5,1
26,1,69,12,3,3
26,1,70,40,9,6
26,1,71,36,8,6
26,1,72,68,17,13
26,1,73,37,7,4
26,1,74,16,3,3
26,1,75,13,3,0
26,1,76,29,4,0
26,1,77,27,6,3
26,1,78,18,4,1
26,2,1,723,151,111
26,2,2,1213,239,59
26,2,3,93,22,16
26,2,4,363,69,34
26,3,1,1159,180,22
26,3,2,463,80,5
26,3,3,454,69,32
26,3,4,336,58,15
26,3,5,506,87,24
26,3,6,73,15,4
26,3,7,244,35,8
26,3,8,32,6,0
26,3,9,33,5,0
26,3,10,21,3,0
26,3,11,165,26,2
26,3,12,53,9,0
26,3,13,30,5,0
26,3,14,61,11,3
26,3,15,82,15,1
26,4,1,3357,599,65
26,4,2,408,88,9
26,4,3,217,45,1
26,4,4,197,45,5
26,4,5,57,8,0
26,5,1,834,132,31
26,5,2,414,61,5
26,5,3,379,65,10
26,5,4,214,39,2
26,5,5,27,5,0
26,6,1,910,166,11
26,6,2,393,79,0
26,6,3,688,137,19
26,7,1,922,215,50
26,7,2,205,43,19
26,7,3,223,44,4
26,7,4,318,59,16
26,7,5,90,19,7
26,7,6,135,20,8
26,7,7,26,5,0
26,7,8,15,3,0
26,8,1,955,146,68
26,8,2,1046,177,11
26,8,3,561,109,63
26,8,4,457,65,5
26,8,5,534,103,15
26,8,6,229,37,12
26,8,7,63,9,0
26,8,8,72,10,3
26,8,9,31,4,0
26,8,10,465,81,19
26,8,11,137,21,0
26,8,12,83,12,0
26,8,13,43,9,0
26,8,14,138,20,1
26,8,15,74,13,10
26,8,16,94,14,0
26,8,17,14,3,0
26,8,18,90,14,0
26,8,19,32,5,2
26,8,20,22,5,0
26,8,21,20,3,0
26,8,22,34,5,0
26,8,23,33,4,0
26,9,1,762,145,31
26,9,2,293,64,18
26,9,3,381,82,12
26,9,4,361,79,19
26,9,5,95,21,8
26,10,1,1343,253,87
26,10,2,554,104,8
26,10,3,190,42,2
26,10,4,829,160,22
26,10,5,27,4,1
26,10,6,75,16,1
26,10,7,60,8,1
26,10,8,25,6,0
26,10,9,48,10,1
26,11,1,932,181,8
26,12,1,744,159,10
26,12,2,968,164,16
26,12,3,704,122,1
26,12,4,576,93,10
26,12,5,33,7,0
26,12,6,34,10,0
26,12,7,13,3,0
26,12,8,28,7,0
26,12,9,23,7,0
26,13,1,722,240,132
26,13,2,195,45,30
26,13,3,132,34,12
26,13,4,81,21,3
26,13,5,1088,225,61
26,13,6,29,9,3
26,13,7,13,3,0
26,13,8,90,15,0
26,13,9,145,30,7
26,13,10,21,4,0
26,13,11,28,4,0
26,13,12,31,6,0
26,13,13,111,19,9
26,13,14,12,3,0
26,13,15,48,6,0
26,13,16,21,4,1
26,13,17,44,9,0
26,13,18,306,59,12
26,13,19,105,18,4
26,13,20,54,11,7
26,13,21,136,23,9
26,13,22,38,7,4
26,13,23,104,22,13
26,13,24,19,3,0
26,13,25,21,5,0
26,13,26,20,4,1
26,14,1,675,123,19
26,14,2,67,15,0
26,14,3,27,4,0
26,14,4,23,5,0
26,14,5,28,6,0
26,14,6,24,7,0
26,14,7,24,7,0
26,14,8,55,10,0
26,14,9,12,3,0
26,14,10,18,3,0
26,14,11,32,4,0
26,14,12,26,4,0
26,14,13,60,12,0
26,14,14,22,5,0
26,14,15,23,4,0
26,14,16,33,7,0
26,14,17,74,13,0
26,14,18,25,5,0
26,14,19,18,3,0
26,14,20,30,7,0
26,14,21,23,6,0
26,14,22,79,15,0
26,14,23,9,3,0
26,14,24,24,3,0
26,14,25,11,3,0
26,14,26,25,5,0
26,14,27,12,3,0
26,14,28,16,3,0
26,14,29,61,9,0
26,14,30,57,13,0
26,14,31,18,4,0
26,14,32,38,5,0
26,14,33,23,4,0
26,14,34,17,5,0
26,14,35,20,3,0
26,15,1,759,167,45
26,15,2,67,11,2
26,15,3,73,8,0
26,15,4,81,22,0
26,15,5,606,98,9
26,15,6,457,103,68
26,15,7,75,17,0
26,15,8,64,9,0
26,15,9,181,35,0
26,15,10,23,4,0
26,15,11,34,7,0
26,15,12,141,28,0
26,15,13,29,6,2
26,15,14,82,18,0
26,15,15,36,6,0
26,15,16,91,18,6
26,15,17,14,3,0
26,15,18,22,5,2
26,15,19,45,9,1
26,15,20,28,5,1
26,15,21,37,6,1
26,15,22,16,4,0
26,15,23,61,12,0
26,15,24,17,5,0
26,15,25,60,13,2
26,15,26,53,7,0
26,15,27,27,4,0
26,15,28,28,4,0
26,15,29,12,3,0
26,15,30,74,15,2
26,15,31,14,3,0
26,15,32,32,5,0
26,15,33,47,9,2
26,15,34,20,4,0
26,15,35,60,7,0
26,15,36,29,4,0
26,16,1,1237,235,62
26,16,2,164,25,0
26,16,3,269,41,0
26,16,4,46,8,0
26,16,5,41,7,0
26,16,6,74,12,0
26,16,7,105,21,0
26,16,8,63,10,0
26,16,9,28,5,0
26,16,10,112,20,0
26,16,11,43,10,0
26,16,12,117,19,4
26,16,13,177,30,0
26,16,14,92,15,0
26,16,15,67,12,0
26,16,16,22,4,1
26,16,17,95,19,0
26,16,18,24,5,0
26,16,19,14,3,0
26,16,20,26,5,1
26,16,21,78,17,0
26,16,22,33,5,0
26,16,23,30,3,0
26,16,24,20,3,0
26,16,25,32,5,0
26,16,26,22,3,0
26,16,27,103,14,0
26,17,1,1549,278,104
26,17,2,477,84,29
26,17,3,27,4,0
26,17,4,106,17,2
26,17,5,41,9,1
26,17,6,28,4,0
26,17,7,24,5,0
26,17,8,61,12,2
26,17,9,103,20,4
26,17,10,6,3,0
26,17,11,18,3,0
26,17,12,21,4,0
26,17,13,17,3,0
26,17,14,15,3,0
26,17,15,24,3,0
26,17,16,15,4,0
26,17,17,56,12,2
26,17,18,17,4,0
26,18,1,773,207,106
26,18,2,92,21,12
26,18,3,266,62,29
26,19,1,789,188,31
26,19,2,820,132,0
26,19,3,1381,260,5
26,19,4,486,113,6
26,19,5,298,51,0
26,19,6,18,3,0
26,19,7,143,18,0
26,19,8,63,9,0
26,19,9,66,13,0
26,20,1,1224,262,39
26,20,2,8,4,0
26,21,1,1178,277,164
26,21,2,43,8,0
26,21,3,206,32,0
26,21,4,100,19,0
26,21,5,81,16,1
26,21,6,668,122,2
26,21,7,11,3,0
26,21,8,15,3,0
26,21,9,18,3,0
26,21,10,25,7,0
26,21,11,21,4,0
26,22,1,796,136,44
26,22,2,746,125,55
26,22,3,383,68,27
26,22,4,103,17,3
26,22,5,73,13,0
26,22,6,118,22,0
26,22,7,60,9,0
26,22,8,364,68,14
26,22,9,169,34,6
26,22,10,41,9,4
26,22,11,83,16,5
26,22,12,24,5,2
26,22,13,122,22,3
26,22,14,33,7,3
26,22,15,141,29,3
26,22,16,32,7,2
26,23,1,1375,338,181
26,23,2,683,133,43
26,23,3,89,19,10
26,23,4,23,4,0
26,23,5,219,37,11
26,23,6,55,16,11
26,23,7,24,4,3
26,24,1,1745,336,167
26,24,2,70,14,3
26,24,3,24,3,3
26,24,4,28,3,3
26,25,1,1524,381,255
26,25,2,8,3,1
26,26,1,3334,569,221
26,26,2,665,134,59
26,26,3,38,6,0
26,26,4,24,0,0
26,27,1,1154,233,4
26,27,2,234,41,0
26,27,3,499,98,0
26,27,4,20,4,0
26,27,5,46,8,0
26,27,6,150,25,0
26,27,7,288,55,0
26,27,8,206,40,0
26,27,9,112,24,0
26,27,10,90,19,1
26,27,11,9,2,0
26,28,1,731,153,26
26,28,2,371,65,0
26,28,3,576,99,7
26,28,4,51,12,1
26,28,5,387,70,12
26,28,6,1036,184,14
26,28,7,42,9,0
26,28,8,14,5,0
26,28,9,111,18,1
26,28,10,109,19,1
26,28,11,36,7,0
26,28,12,27,6,0
26,28,13,125,24,0
26,28,14,22,5,0
26,28,15,111,23,0
26,28,16,19,4,0
26,28,17,46,11,0
26,28,18,32,5,0
26,28,19,17,3,0
26,28,20,18,3,0
26,28,21,24,6,0
26,28,22,28,5,0
26,28,23,26,6,0
26,28,24,40,7,0
26,28,25,31,6,0
26,28,26,25,4,0
26,28,27,20,4,0
26,28,28,57,10,1
26,28,29,24,6,0
26,29,1,706,161,49
26,29,2,427,82,4
26,29,3,977,189,9
26,29,4,433,89,26
26,29,5,95,25,0
26,29,6,16,3,0
26,29,7,20,4,0
26,29,8,93,18,0
26,29,9,5,3,0
26,29,10,14,3,0
26,29,11,62,14,0
26,29,12,29,4,0
26,29,13,27,6,0
26,29,14,53,12,0
26,29,15,61,12,0
26,29,16,38,6,0
26,29,17,35,4,0
26,29,18,40,9,0
26,29,19,14,5,0
26,29,20,25,7,0
26,29,21,51,14,0
26,29,22,46,12,0
26,30,1,975,160,11
26,30,2,133,24,6
26,30,3,17,4,0
26,31,1,1171,258,152
26,31,2,165,33,11
26,31,3,109,22,15
26,31,4,185,45,14
26,31,5,26,4,0
26,31,6,25,4,0
26,32,1,458,103,63
26,32,2,97,24,13
26,32,3,45,8,6
26,32,4,20,4,0
26,32,5,15,4,3
27,1,1,606,106,41
27,1,2,308,69,17
27,2,1,1557,387,243
27,2,2,250,47,14
27,2,3,601,157,44
27,2,4,2126,475,342
27,2,5,567,109,13
27,2,6,295,59,29
27,2,7,421,88,4
27,2,8,228,35,20
27,2,9,272,63,11
27,2,10,260,62,23
27,2,11,144,29,4
27,2,12,155,33,0
27,2,13,13,3,0
27,2,14,62,13,0
27,2,15,219,46,0
27,2,16,161,33,0
27,2,17,61,9,0
27,2,18,66,17,1
27,2,19,76,14,0
27,2,20,46,8,0
27,2,21,17,3,1
27,3,1,424,99,28
27,4,1,715,188,127
27,4,2,10,3,2
27,4,3,22,4,2
27,5,1,743,147,93
27,5,2,72,17,0
27,5,3,1061,183,0
27,5,4,34,7,6
27,5,5,54,13,9
27,5,6,229,51,1
27,5,7,656,141,44
27,5,8,422,86,35
27,5,9,400,73,9
27,5,10,196,48,13
27,5,11,746,137,22
27,5,12,413,76,0
27,5,13,182,42,21
27,5,14,588,110,3
27,5,15,384,70,16
27,5,16,496,114,14
27,5,17,304,52,0
27,5,18,263,51,7
27,5,19,228,46,12
27,5,20,287,60,14
27,5,21,678,125,14
27,5,22,769,119,5
27,5,23,131,21,2
27,5,24,29,7,0
27,5,25,483,92,5
27,5,26,56,14,8
27,5,27,12,3,0
27,5,28,63,13,0
27,5,29,180,41,5
27,5,30,315,73,12
27,5,31,31,7,4
27,5,32,21,6,0
27,5,33,83,13,0
27,5,34,191,34,2
27,5,35,24,4,0
27,5,36,16,3,0
27,5,37,42,10,1
27,6,1,1661,449,52
27,6,2,495,111,1
27,6,3,869,186,0
27,6,4,374,71,2
27,6,5,64,12,0
27,6,6,56,16,0
27,6,7,24,6,0
27,6,8,6,3,0
27,6,9,15,3,0
27,6,10,19,4,1
27,7,1,503,123,24
27,7,2,140,36,12
27,7,3,22,7,1
27,8,1,821,161,50
27,9,1,990,267,53
27,10,1,977,199,16
27,11,1,479,132,70
27,11,2,475,139,26
27,11,3,202,47,15
27,11,4,517,117,31
27,11,5,114,23,3
27,11,6,1024,185,22
27,11,7,368,91,9
27,11,8,183,43,14
27,12,1,856,165,62
27,12,2,293,50,4
27,12,3,208,36,0
27,12,4,149,32,3
28,1,1,1377,298,102
28,1,2,860,196,38
28,1,3,372,70,15
28,1,4,118,20,3
28,1,5,201,42,12
28,1,6,201,38,6
28,1,7,243,50,13
28,1,8,395,79,0
28,1,9,138,35,5
28,1,10,379,85,11
28,1,11,66,15,0
28,1,12,452,88,16
28,1,13,120,28,8
28,1,14,23,7,0
28,1,15,50,10,0
28,1,16,51,8,2
28,1,17,13,3,0
28,1,18,26,7,0
28,1,19,19,4,0
28,1,20,14,3,0
28,1,21,51,12,5
28,1,22,268,57,18
28,1,23,13,3,0
28,1,24,35,7,0
28,1,25,47,9,1
28,1,26,21,6,0
28,1,27,13,3,0
28,1,28,44,10,0
28,2,1,3690,919,651
28,2,2,86,15,0
28,2,3,157,34,14
28,2,4,298,63,21
28,2,5,837,190,26
28,2,6,117,27,22
28,2,7,413,94,61
28,2,8,112,28,16
28,2,9,179,35,12
28,2,10,25,5,0
28,2,11,32,8,0
28,2,12,11,4,0
28,2,13,44,8,0
28,3,1,1081,317,265
28,3,2,10,3,3
28,3,3,15,3,3
28,4,1,72218,17817,15225
28,4,2,707,153,115
28,4,3,1308,303,222
28,4,4,241,59,49
28,4,5,284,60,42
28,4,6,752,170,125
28,4,7,161,33,24
28,4,8,160,32,5
28,4,9,23,5,1
28,4,10,467,108,58
28,4,11,32,11,8
28,4,12,31,11,4
28,4,13,33,9,0
28,4,14,10,3,0
28,4,15,15,4,2
28,5,1,11305,2413,1465
28,5,2,48,12,1
28,5,3,322,67,9
28,5,4,415,83,34
28,5,5,2173,433,189
28,5,6,473,87,22
28,5,7,608,122,48
28,5,8,108,19,16
28,5,9,90,18,5
28,5,10,39,8,1
28,5,11,48,11,0
28,5,12,17,3,0
28,5,13,35,8,1
28,5,14,18,8,1
28,5,15,16,5,0
28,5,16,12,7,0
28,5,17,91,18,0
28,5,18,58,13,0
28,6,1,5161,876,333
28,6,2,508,92,19
28,6,3,1335,238,64
28,6,4,1793,306,74
28,6,5,151,27,9
28,6,6,662,109,23
28,6,7,334,55,7
28,6,8,441,81,21
28,6,9,272,48,9
28,7,1,622,149,52
28,7,2,73,17,9
28,7,3,55,10,0
28,7,4,5,3,0
28,7,5,13,4,0
28,7,6,13,3,0
28,7,7,15,5,0
28,7,8,25,6,0
28,8,1,3627,881,736
28,8,2,6,4,0
28,9,1,2193,540,223
28,9,2,17,7,0
28,9,3,14,7,0
28,9,4,1997,405,116
28,9,5,126,31,2
28,9,6,90,18,1
28,9,7,331,62,9
28,9,8,607,154,26
28,9,9,86,22,2
28,9,10,297,71,1
28,9,11,1226,293,120
28,9,12,1212,295,87
28,9,13,104,26,7
28,9,14,172,39,7
28,9,15,78,17,0
28,9,16,38,9,0
28,9,17,39,8,2
28,9,18,347,64,11
28,9,19,703,149,27
28,9,20,152,21,0
28,9,21,7,3,0
28,9,22,26,4,0
28,10,1,2588,493,290
28,11,1,1200,232,47
28,11,2,265,58,4
28,11,3,253,48,0
28,11,4,198,45,6
28,11,5,11,3,0
28,11,6,33,5,0
28,11,7,39,5,0
28,11,8,156,32,7
28,11,9,113,21,0
28,11,10,27,7,0
28,11,11,13,3,0
28,11,12,40,12,0
28,11,13,35,9,0
28,11,14,17,4,0
28,11,15,34,7,0
