distrito,muni,localida,pobtotal,vp,vpcontv,municipio
16,24,2,268,57,5,310
16,24,3,15,4,1,310
16,24,4,201,50,17,310
16,24,5,26,7,1,310
16,25,1,13856,3115,2503,311
16,25,2,265,48,14,311
16,25,3,162,36,29,311
16,25,4,307,73,15,311
16,25,5,125,29,9,311
16,25,6,176,36,7,311
16,25,7,100,20,3,311
16,25,8,183,39,1,311
16,25,9,254,57,18,311
16,25,10,176,29,12,311
16,25,11,343,77,40,311
16,25,12,571,95,25,311
16,25,13,211,42,11,311
16,25,14,211,44,11,311
16,25,15,324,72,19,311
16,25,16,272,52,38,311
16,25,17,527,88,6,311
16,25,18,301,69,6,311
16,25,19,322,58,28,311
16,25,20,312,60,45,311
16,25,21,304,68,41,311
16,25,22,682,139,27,311
16,25,23,62,13,11,311
16,25,24,275,61,31,311
16,25,25,54,13,9,311
16,25,26,132,31,16,311
16,25,27,204,40,17,311
16,25,28,788,163,119,311
16,25,29,97,26,11,311
16,25,30,230,48,27,311
16,25,31,529,109,73,311
16,25,32,336,68,11,311
16,25,33,142,33,16,311
16,25,34,59,18,6,311
16,25,35,91,22,12,311
16,25,36,331,75,36,311
16,25,37,186,35,15,311
16,25,38,20,6,4,311
16,25,39,309,55,33,311
16,25,40,147,24,7,311
16,25,41,226,39,12,311
16,25,42,145,26,14,311
16,25,43,167,27,13,311
16,25,44,148,28,16,311
16,25,45,458,95,67,311
16,25,46,101,21,12,311
16,25,47,185,38,8,311
16,25,48,67,14,10,311
16,25,49,141,27,9,311
16,25,50,285,57,14,311
16,25,51,66,15,2,311
16,25,52,58,12,6,311
16,25,53,38,8,6,311
16,25,54,137,32,19,311
16,25,55,130,27,19,311
16,25,56,21,4,2,311
16,25,57,39,6,1,311
16,25,58,82,17,12,311
16,25,59,25,6,3,311
16,25,60,195,35,21,311
16,25,61,24,4,0,311
16,25,62,18,6,1,311
16,25,63,23,4,2,311
16,25,64,153,24,8,311
16,25,65,85,19,14,311
16,25,66,14,3,0,311
16,25,67,30,7,2,311
16,25,68,52,10,5,311
16,25,69,31,7,1,311
16,25,70,101,20,4,311
16,25,71,50,9,3,311
16,25,72,163,36,26,311
16,25,73,91,15,1,311
16,25,74,23,5,0,311
16,25,75,49,11,1,311
16,25,76,181,36,4,311
16,25,77,35,6,4,311
16,25,78,65,13,0,311
16,25,79,169,33,17,311
16,25,80,22,4,0,311
16,25,81,50,10,4,311
16,25,82,60,10,3,311
16,25,83,111,17,12,311
16,25,84,29,7,5,311
16,25,85,228,46,21,311
16,25,86,256,58,42,311
16,25,87,192,43,30,311
16,25,88,26,4,2,311
16,26,1,48,12,5,312
16,26,2,104,29,11,312
16,26,3,56,12,6,312
16,26,4,37,7,4,312
16,26,5,41,10,1,312
16,26,6,26,7,3,312
16,26,7,21,4,1,312
16,26,8,14,3,0,312
16,26,9,57,11,3,312
16,26,10,10,4,3,312
16,28,1,248,65,13,314
16,28,2,117,19,0,314
16,28,3,67,17,0,314
16,28,4,14,3,0,314
16,28,5,16,3,0,314
16,29,1,161,34,5,315
16,29,2,444,97,15,315
16,29,3,327,69,9,315
16,29,4,252,47,1,315
16,29,5,27,6,0,315
16,29,6,12,3,0,315
16,30,1,114,22,7,316
16,30,2,429,85,48,316
16,30,3,786,157,78,316
16,30,4,457,74,22,316
16,30,5,346,77,44,316
16,30,6,206,39,21,316
16,30,7,326,77,25,316
16,30,8,374,72,37,316
16,30,9,253,48,21,316
16,30,10,103,16,7,316
16,30,11,90,15,8,316
16,30,12,187,28,10,316
16,30,13,75,10,4,316
16,30,14,50,10,4,316
16,30,15,82,17,6,316
16,30,16,120,25,6,316
16,30,17,172,34,14,316
16,30,18,57,9,4,316
16,30,19,22,7,0,316
16,30,20,93,20,12,316
16,30,21,59,10,6,316
16,30,22,200,41,23,316
16,30,23,86,18,11,316
16,30,24,174,32,20,316
16,30,25,91,16,15,316
16,30,26,121,20,10,316
16,30,27,88,18,15,316
16,30,28,172,30,17,316
16,30,29,67,10,6,316
16,30,30,101,21,8,316
16,30,31,66,13,5,316
16,30,32,325,67,42,316
16,30,33,117,24,11,316
16,30,34,35,8,0,316
16,30,35,59,10,5,316
16,30,36,213,38,16,316
16,30,37,43,8,2,316
16,30,38,40,6,3,316
16,30,39,87,14,1,316
16,30,40,79,15,6,316
16,31,1,77,20,5,317
16,31,2,116,28,12,317
16,31,3,45,14,3,317
16,31,4,148,39,10,317
16,31,5,136,29,4,317
16,31,6,76,17,2,317
16,31,7,100,21,2,317
16,31,8,113,25,6,317
16,31,9,47,11,3,317
16,31,10,65,15,6,317
16,31,11,14,5,1,317
16,31,12,34,7,2,317
16,31,13,26,4,2,317
16,31,14,22,3,0,317
16,32,1,394,101,24,318
16,32,2,265,57,8,318
16,32,3,141,35,2,318
16,32,4,701,146,44,318
16,32,5,120,23,3,318
16,32,6,320,68,5,318
16,32,7,139,35,1,318
16,32,8,312,85,22,318
16,32,9,10,3,0,318
16,32,10,31,5,0,318
16,32,11,98,22,1,318
16,32,12,54,10,0,318
16,32,13,32,7,1,318
16,32,14,17,3,0,318
16,32,15,75,14,4,318
16,32,16,24,7,0,318
16,32,17,36,7,1,318
16,32,18,25,8,0,318
16,32,19,66,18,0,318
16,32,20,16,4,0,318
16,33,1,891,218,77,319
16,33,2,493,108,8,319
16,33,3,233,58,2,319
16,33,4,634,164,25,319
16,33,5,421,81,2,319
16,33,6,579,156,32,319
16,33,7,375,91,2,319
16,33,8,195,48,7,319
16,33,9,600,164,32,319
16,33,10,386,85,1,319
16,33,11,428,91,3,319
16,33,12,199,44,4,319
16,33,13,211,34,4,319
16,33,14,347,72,4,319
16,33,15,63,13,1,319
16,33,16,331,86,12,319
16,33,17,170,39,4,319
16,33,18,89,27,2,319
16,33,19,148,35,4,319
16,33,20,107,33,0,319
16,33,21,63,13,1,319
16,33,22,143,34,0,319
16,33,23,90,24,3,319
16,33,24,48,12,3,319
16,33,25,34,14,1,319
16,33,26,80,16,1,319
16,33,27,49,11,0,319
16,33,28,98,26,3,319
16,33,29,11,3,0,319
16,33,30,23,4,0,319
16,34,1,269,55,13,320
16,34,2,130,28,4,320
16,34,3,114,24,5,320
16,34,4,100,20,7,320
16,34,5,81,17,0,320
16,34,6,160,31,2,320
16,34,7,24,8,0,320
16,35,1,227,51,31,321
16,35,2,219,46,13,321
16,35,3,576,105,23,321
16,35,4,222,46,13,321
16,35,5,429,83,13,321
16,35,6,99,21,5,321
16,35,7,209,39,14,321
16,35,8,255,49,12,321
16,35,9,313,55,16,321
16,35,10,204,41,15,321
16,35,11,373,70,17,321
16,35,12,463,91,10,321
16,35,13,226,50,37,321
16,35,14,149,28,8,321
16,35,15,123,23,4,321
16,35,16,52,13,2,321
17,1,1,1377,320,98,322
17,1,2,405,94,28,322
17,1,3,195,54,1,322
17,1,4,205,51,17,322
17,1,5,125,24,6,322
17,1,6,699,104,31,322
17,1,7,38,8,0,322
17,1,8,122,23,5,322
17,1,9,17,7,0,322
17,1,10,10,3,0,322
17,1,11,11,5,0,322
17,1,12,70,15,0,322
17,1,13,39,10,0,322
17,1,14,18,4,0,322
17,1,15,64,8,0,322
17,1,16,10,3,0,322
17,1,17,8,4,0,322
17,1,18,37,10,0,322
17,1,19,70,11,0,322
17,1,20,18,4,0,322
17,1,21,49,8,1,322
17,1,22,131,18,1,322
17,1,23,19,4,0,322
17,1,24,141,21,0,322
17,1,25,75,11,0,322
17,1,26,32,10,3,322
17,1,27,10,3,0,322
17,1,28,12,5,0,322
17,1,29,6,3,0,322
17,1,30,26,3,0,322
17,1,31,18,3,0,322
17,1,32,15,3,0,322
17,1,33,64,7,1,322
17,1,34,12,3,0,322
17,1,35,31,4,1,322
17,1,36,15,3,0,322
17,1,37,10,3,0,322
17,1,38,32,8,1,322
17,1,39,79,24,0,322
17,2,1,1186,236,65,323
17,2,2,219,37,2,323
17,2,3,126,27,1,323
17,2,4,516,93,1,323
17,2,5,510,98,19,323
17,2,6,379,64,4,323
17,2,7,213,39,2,323
17,2,8,53,10,0,323
17,3,1,240,30,8,324
17,3,2,320,50,8,324
17,3,3,81,13,0,324
17,3,4,66,9,2,324
17,3,5,26,4,0,324
17,3,6,41,4,0,324
17,3,7,95,15,4,324
17,3,8,24,3,0,324
17,3,9,95,15,2,324
17,3,10,16,3,1,324
17,3,11,33,5,0,324
17,3,12,129,21,1,324
17,3,13,87,12,2,324
17,3,14,21,4,1,324
17,4,1,522,87,53,325
17,4,2,413,69,22,325
17,4,3,434,66,24,325
17,4,4,248,46,15,325
17,4,5,109,18,7,325
17,4,6,154,29,3,325
17,4,7,13,3,1,325
17,4,8,15,4,0,325
17,4,9,146,21,6,325
17,4,10,58,10,6,325
17,4,11,24,3,1,325
17,4,12,61,13,8,325
17,5,1,930,212,171,326
17,5,2,597,119,77,326
17,5,3,1280,278,184,326
17,6,1,11610,2523,2128,327
17,6,2,482,98,65,327
17,6,3,429,85,63,327
17,6,4,6656,1481,772,327
17,6,5,39,10,7,327
17,6,6,24,4,4,327
18,3,1,917,181,17,330
18,3,2,326,51,6,330
18,3,3,345,87,31,330
18,3,4,8,3,0,330
18,3,5,54,11,0,330
18,3,6,52,11,0,330
18,3,7,20,3,1,330
18,3,8,48,10,0,330
18,3,9,42,8,0,330
18,3,10,69,13,0,330
18,3,11,40,7,0,330
18,4,1,1774,380,226,331
18,4,2,458,79,22,331
18,4,3,244,37,13,331
18,4,4,94,15,7,331
18,4,5,19,4,0,331
18,4,6,87,13,3,331
18,4,7,27,4,2,331
18,5,1,713,145,18,332
18,5,2,165,28,0,332
18,5,3,245,47,4,332
18,5,4,267,53,2,332
18,5,5,117,20,2,332
18,5,6,220,38,0,332
18,5,7,112,22,0,332
18,5,8,110,25,0,332
18,5,9,110,18,0,332
18,5,10,21,4,0,332
18,5,11,15,4,0,332
18,6,1,8333,1887,1508,333
18,6,2,8,3,3,333
18,6,3,44,11,9,333
18,6,4,18,5,3,333
18,6,5,19,4,3,333
18,6,6,28,6,4,333
18,6,7,20,3,1,333
18,7,1,1222,318,196,334
18,7,2,234,75,33,334
18,7,3,99,23,12,334
18,7,4,428,116,56,334
18,9,1,1226,276,145,336
18,9,2,514,118,73,336
18,9,3,509,95,2,336
18,9,4,859,180,119,336
18,9,5,69,14,2,336
18,9,6,40,7,0,336
18,9,7,11,3,1,336
18,9,8,50,10,2,336
18,9,9,10,3,1,336
18,9,10,23,4,0,336
18,10,1,2567,590,434,337
18,10,2,403,96,60,337
18,10,3,535,137,119,337
18,10,4,13,4,3,337
18,10,5,15,4,3,337
18,10,6,14,3,1,337
18,12,1,5029,1103,813,339
18,12,2,389,93,53,339
18,12,3,74,13,3,339
18,12,4,21,6,0,339
18,12,5,51,12,7,339
18,12,6,33,8,4,339
18,13,1,9498,2124,1771,340
18,13,2,289,64,49,340
18,13,3,970,217,162,340
18,13,4,697,125,60,340
18,13,5,519,119,15,340
18,13,6,344,77,6,340
18,13,7,865,183,103,340
18,13,8,417,87,4,340
18,13,9,154,25,4,340
18,13,10,1246,322,268,340
18,13,11,210,39,19,340
18,13,12,201,37,1,340
18,13,13,54,10,0,340
18,13,14,13,3,0,340
18,13,15,376,68,16,340
18,13,16,76,14,0,340
18,13,17,101,21,9,340
18,13,18,154,28,14,340
18,13,19,12,3,0,340
18,13,20,51,6,3,340
18,13,21,146,33,2,340
18,13,22,23,4,0,340
18,13,23,40,8,6,340
18,13,24,22,4,3,340
18,13,25,51,14,11,340
18,13,26,21,3,2,340
18,13,27,64,13,6,340
18,13,28,28,6,4,340
18,13,29,98,22,2,340
18,13,30,61,14,2,340
19,1,1,10227,2218,1944,341
19,1,2,644,139,127,341
19,1,3,232,52,32,341
19,1,4,32,7,5,341
19,1,5,500,107,51,341
19,1,6,295,61,44,341
19,1,7,13,3,3,341
19,1,8,106,25,19,341
19,1,9,46,10,6,341
19,1,10,30,7,4,341
19,1,11,148,30,21,341
19,1,12,48,11,6,341
19,1,13,11,3,0,341
19,1,14,113,25,21,341
19,1,15,32,8,3,341
19,1,16,41,10,2,341
19,1,17,245,48,4,341
19,1,18,32,6,4,341
19,2,1,251846,59329,53352,342
19,2,2,2669,554,418,342
19,2,3,74,13,6,342
19,2,4,19,3,0,342
19,2,5,233,53,37,342
19,2,6,50,8,7,342
19,2,7,148,34,26,342
19,2,8,79,18,14,342
19,2,9,80,16,8,342
19,2,10,138,28,20,342
19,2,11,10,3,3,342
19,2,12,134,37,36,342
19,2,13,65,12,2,342
19,2,14,15,5,3,342
19,2,15,55,10,4,342
19,2,16,317,65,58,342
19,2,17,14,4,3,342
19,2,18,94,19,12,342
19,2,19,13,3,1,342
19,2,20,8,3,1,342
19,2,21,18,4,0,342
19,2,22,19,6,6,342
19,2,23,20,4,2,342
19,2,24,12,4,0,342
19,3,1,4668,1009,850,343
19,3,2,106,23,9,343
19,3,3,101,19,4,343
19,3,4,75,14,4,343
19,3,5,20,5,4,343
19,4,1,2974,584,465,344
19,4,2,186,39,22,344
19,4,3,17,3,2,344
19,4,4,79,13,9,344
19,4,5,20,5,3,344
19,4,6,111,20,16,344
19,5,1,3443,812,766,345
19,5,2,23,5,4,345
19,5,3,92,18,16,345
19,5,4,28,9,8,345
19,5,5,19,5,4,345
19,5,6,16,4,4,345
19,5,7,50,10,7,345
19,5,8,73,13,7,345
19,5,9,43,10,7,345
19,5,10,85,14,14,345
19,5,11,17,3,2,345
19,5,12,11,3,2,345
19,6,1,968,235,179,346
19,6,2,31,5,4,346
19,6,3,200,37,7,346
19,6,4,42,10,9,346
19,6,5,44,11,5,346
19,6,6,92,22,14,346
19,7,1,14866,3103,2664,347
19,7,2,92,17,12,347
19,7,3,34,9,5,347
19,7,4,106,18,11,347
19,7,5,10,3,1,347
19,7,6,41,8,4,347
19,7,7,112,31,7,347
19,8,1,2954,663,569,348
19,8,2,1450,263,246,348
19,8,3,162,32,22,348
19,8,4,25,4,1,348
19,8,5,13,4,4,348
19,8,6,97,21,13,348
19,8,7,39,7,2,348
19,10,1,2797,567,531,350
19,10,2,80,18,9,350
19,10,3,10,3,3,350
19,11,1,2254,465,320,351
19,11,2,262,64,47,351
19,11,3,228,43,37,351
19,11,4,248,51,20,351
19,11,5,159,37,31,351
19,11,6,111,26,13,351
19,11,7,269,59,38,351
19,11,8,20,5,1,351
19,11,9,38,8,4,351
19,13,1,3147,688,635,353
19,13,2,11642,2905,2851,353
19,13,3,241,53,24,353
19,13,4,656,210,9,353
19,15,1,46494,10247,8674,355
19,15,2,999,217,191,355
19,15,3,663,143,109,355
19,15,4,805,159,113,355
19,15,5,1760,356,318,355
19,15,6,569,125,70,355
19,15,7,517,113,93,355
19,15,8,121,27,24,355
19,15,9,73,14,3,355
19,15,10,86,19,10,355
19,15,11,120,27,18,355
19,15,12,75,15,8,355
19,15,13,34,8,1,355
19,15,14,106,21,12,355
19,15,15,50,11,9,355
19,15,16,45,10,4,355
19,15,17,14,4,3,355
19,15,18,27,5,0,355
19,15,19,21,7,2,355
19,15,20,64,18,5,355
19,15,21,73,16,5,355
19,15,22,28,5,1,355
19,15,23,39,9,4,355
19,15,24,23,6,4,355
19,16,1,40549,9268,8348,356
19,16,2,2764,632,590,356
19,16,3,353,81,75,356
19,16,4,407,92,79,356
19,16,5,290,64,43,356
19,17,1,13433,2851,2305,357
19,17,2,177,44,36,357
19,17,3,700,149,124,357
19,17,4,415,106,88,357
19,17,5,206,42,29,357
19,17,6,53,13,11,357
19,17,7,503,118,72,357
19,17,8,40,10,8,357
19,17,9,20,3,2,357
19,17,10,40,9,7,357
19,17,11,26,6,6,357
19,17,12,97,20,8,357
19,17,13,25,6,1,357
19,18,1,1512,326,282,358
19,18,2,54,11,9,358
19,18,3,15,3,3,358
19,18,4,16,5,2,358
19,18,5,20,6,5,358
19,18,6,36,10,9,358
19,19,1,6824,1619,1530,359
19,19,2,396,91,89,359
19,19,3,37,10,10,359
19,19,4,15,4,1,359
19,20,1,2367,519,431,360
19,20,2,182,44,28,360
19,20,3,19,6,6,360
19,20,4,203,42,38,360
19,20,5,24,4,2,360
19,20,6,29,6,5,360
19,21,1,6242,1296,1086,361
19,21,2,28,5,0,361
19,21,3,36,7,3,361
19,21,4,13,3,1,361
19,21,5,61,10,1,361
19,21,6,22,7,7,361
19,21,7,27,6,5,361
19,21,8,117,25,19,361
19,21,9,54,13,9,361
19,21,10,17,5,4,361
19,21,11,25,5,5,361
19,21,12,7,3,3,361
19,21,13,41,7,3,361
19,21,14,49,14,14,361
19,21,15,9,3,2,361
19,21,16,20,5,4,361
20,3,1,2688,523,302,364
20,3,2,24,5,2,364
20,3,3,13,4,1,364
20,4,1,4981,956,257,365
20,4,2,56,9,0,365
20,4,3,37,8,0,365
20,4,4,69,12,0,365
20,4,5,250,42,1,365
20,4,6,3125,602,138,365
20,4,7,727,146,55,365
20,4,8,145,29,0,365
20,4,9,36,7,1,365
20,4,10,41,4,0,365
20,4,11,64,13,4,365
20,4,12,112,23,3,365
20,4,13,84,13,0,365
20,4,14,15,3,0,365
20,4,15,29,6,0,365
20,5,1,1669,359,287,366
20,5,2,20,5,5,366
20,5,3,28,7,0,366
20,5,4,10,3,1,366
20,5,5,17,4,1,366
20,5,6,10,3,2,366
20,5,7,29,6,0,366
20,7,1,2859,566,438,368
20,7,2,30,4,3,368
20,7,3,22,4,1,368
20,9,1,1402,321,102,370
20,9,2,296,64,15,370
20,9,3,159,34,19,370
20,9,4,489,101,55,370
20,9,5,19,6,0,370
20,9,6,24,3,2,370
20,9,7,30,4,1,370
20,9,8,14,3,0,370
20,9,9,20,3,1,370
20,9,10,32,6,1,370
20,9,11,32,4,3,370
20,9,12,37,9,2,370
20,9,13,33,8,0,370
20,11,1,7158,1489,1095,372
20,11,2,196,38,21,372
20,11,3,606,167,21,372
20,11,4,624,126,95,372
20,11,5,1302,241,101,372
20,11,6,576,138,56,372
20,11,7,15,3,0,372
20,12,1,2142,440,59,373
20,12,2,117,24,0,373
20,12,3,105,21,0,373
20,12,4,106,20,0,373
20,12,5,96,18,0,373
20,12,6,91,17,0,373
20,12,7,148,34,0,373
20,12,8,187,36,0,373
20,12,9,90,14,0,373
20,12,10,52,10,0,373
20,12,11,133,31,0,373
20,12,12,170,33,0,373
20,12,13,12,4,0,373
20,12,14,95,22,0,373
20,12,15,72,15,0,373
20,12,16,400,76,6,373
20,12,17,71,17,0,373
20,12,18,382,83,5,373
20,12,19,22,5,0,373
20,12,20,45,9,0,373
20,12,21,180,36,0,373
20,12,22,89,21,0,373
20,12,23,97,21,1,373
20,12,24,90,19,0,373
20,12,25,155,27,0,373
20,12,26,192,33,0,373
20,12,27,213,42,0,373
20,12,28,161,28,2,373
20,12,29,512,96,9,373
20,12,30,2557,543,59,373
20,12,31,447,104,8,373
20,12,32,28,6,0,373
20,12,33,12,3,0,373
20,12,34,19,3,0,373
20,12,35,62,12,0,373
20,12,36,14,4,0,373
20,12,37,58,12,0,373
20,12,38,34,7,0,373
20,12,39,21,3,0,373
20,12,40,18,4,0,373
20,12,41,49,11,0,373
20,12,42,21,5,0,373
20,13,1,1655,407,328,374
20,13,2,22,3,2,374
20,13,3,18,4,0,374
20,13,4,103,21,4,374
20,13,5,171,39,28,374
20,13,6,230,50,22,374
20,13,7,340,78,18,374
20,13,8,16,4,1,374
20,13,9,15,4,1,374
20,13,10,18,4,0,374
20,13,11,72,17,10,374
20,13,12,16,5,0,374
20,18,1,729,148,105,379
20,18,2,14,3,3,379
20,18,3,16,3,1,379
20,19,1,1677,413,254,380
20,19,2,60,14,0,380
20,19,3,34,9,5,380
20,19,4,97,20,0,380
20,19,5,168,28,6,380
20,19,6,31,7,2,380
20,19,7,9,3,0,380
20,19,8,73,22,8,380
20,19,9,466,103,2,380
20,19,10,21,5,0,380
20,19,11,31,8,0,380
20,19,12,19,4,0,380
20,19,13,27,6,0,380
20,19,14,27,8,5,380
20,19,15,14,3,0,380
20,19,16,284,62,16,380
20,19,17,27,6,0,380
20,19,18,52,9,0,380
20,19,19,15,3,0,380
20,19,20,182,40,16,380
20,19,21,19,5,0,380
20,19,22,7,3,0,380
20,19,23,77,20,0,380
20,19,24,8,3,0,380
20,19,25,24,6,0,380
20,20,1,2906,691,425,381
20,20,2,159,25,0,381
20,20,3,263,43,7,381
20,20,4,603,91,20,381
20,20,5,3549,641,340,381
20,20,6,152,26,0,381
20,20,7,263,49,12,381
20,20,8,169,30,8,381
20,20,9,131,24,0,381
20,20,10,128,24,7,381
20,20,11,102,17,0,381
20,20,12,22,5,4,381
20,20,13,52,13,6,381
20,20,14,123,29,10,381
20,20,15,18,3,0,381
20,20,16,18,3,2,381
20,20,17,13,4,1,381
20,20,18,54,11,0,381
20,20,19,30,6,3,381
20,22,1,4564,950,776,383
20,22,2,788,159,139,383
20,22,3,25,6,2,383
20,22,4,37,7,5,383
20,22,5,10,3,1,383
20,22,6,20,5,3,383
20,22,7,99,25,24,383
20,23,1,2060,481,434,384
20,23,2,2623,578,408,384
20,23,3,21,6,0,384
20,23,4,13,3,1,384
20,24,1,11087,2487,2005,385
20,24,2,306,69,47,385
20,24,3,467,109,29,385
20,24,4,1146,259,163,385
20,24,5,133,30,24,385
20,24,6,21,5,2,385
20,24,7,22,6,3,385
20,24,8,15,3,1,385
20,24,9,13,3,2,385
20,24,10,12,3,1,385
20,24,11,44,12,9,385
20,24,12,169,43,15,385
20,24,13,22,3,2,385
20,24,14,50,9,5,385
20,25,1,2683,633,367,386
20,25,2,195,54,28,386
20,25,3,2308,435,266,386
20,25,4,377,107,29,386
20,25,5,31,5,0,386
21,1,1,839,205,147,387
21,1,2,362,57,39,387
21,1,3,14,3,0,387
21,1,4,60,12,2,387
21,2,1,5242,1074,413,388
21,2,2,131,27,4,388
21,2,3,69,13,0,388
21,2,4,52,10,0,388
21,2,5,17,3,0,388
21,2,6,321,49,2,388
21,2,7,83,13,2,388
21,2,8,42,8,0,388
21,2,9,25,5,0,388
21,2,10,7,3,0,388
21,2,11,15,4,0,388
21,2,12,42,6,0,388
21,2,13,12,3,0,388
21,2,14,80,13,0,388
21,2,15,12,0,0,388
21,2,16,16,0,0,388
21,2,17,12,4,1,388
21,2,18,36,4,0,388
21,3,1,2038,446,159,389
21,3,2,593,109,67,389
21,3,3,157,31,10,389
21,3,4,658,125,41,389
21,3,5,385,71,13,389
21,3,6,391,69,28,389
21,3,7,182,37,5,389
21,3,8,88,14,4,389
21,3,9,36,6,2,389
21,3,10,66,10,0,389
21,4,1,3995,806,482,390
21,4,2,695,131,77,390
21,4,3,881,169,114,390
21,4,4,52,11,5,390
21,5,1,2208,430,167,391
21,5,2,1575,266,91,391
21,5,3,33,6,3,391
21,7,1,1939,439,337,393
21,7,2,336,74,51,393
21,7,3,11,3,2,393
21,8,1,3449,710,547,394
21,8,2,143,32,19,394
21,8,3,864,149,97,394
21,8,4,251,44,23,394
21,8,5,122,21,16,394
21,8,6,420,81,45,394
21,8,7,574,124,69,394
21,8,8,995,203,104,394
21,8,9,649,122,46,394
21,8,10,18,3,1,394
21,8,11,23,5,1,394
21,9,1,5112,950,231,395
21,9,2,858,156,47,395
21,9,3,572,102,29,395
21,9,4,555,105,27,395
21,9,5,860,182,67,395
21,9,6,222,43,18,395
21,9,7,275,48,0,395
21,9,8,183,32,2,395
21,10,1,1924,366,94,396
21,10,2,362,68,23,396
21,10,3,42,8,0,396
21,10,4,291,55,12,396
21,10,5,146,30,4,396
21,10,6,1462,305,28,396
21,10,7,857,165,28,396
21,10,8,296,61,3,396
21,11,1,1726,370,256,397
21,11,2,299,51,34,397
21,11,3,186,34,16,397
21,11,4,380,64,48,397
21,11,5,254,43,28,397
21,11,6,14,3,2,397
21,11,7,43,8,6,397
21,11,8,24,4,4,397
21,11,9,81,16,10,397
21,11,10,23,4,1,397
21,11,11,61,10,7,397
21,11,12,24,4,1,397
21,12,1,2522,414,88,398
21,12,2,150,25,13,398
21,12,3,181,34,16,398
21,12,4,86,17,6,398
21,12,5,303,53,21,398
21,12,6,37,6,0,398
21,12,7,117,21,0,398
21,12,8,38,7,0,398
21,12,9,331,55,4,398
21,13,1,4178,799,228,399
21,13,2,309,61,18,399
21,13,3,772,139,15,399
21,13,4,1476,238,48,399
21,13,5,1010,156,26,399
21,13,6,657,117,13,399
21,13,7,56,8,0,399
21,13,8,40,6,0,399
21,13,9,151,28,2,399
21,13,10,162,21,0,399
21,13,11,26,5,0,399
21,13,12,470,72,3,399
21,13,13,59,13,0,399
21,13,14,167,30,8,399
21,13,15,15,3,0,399
21,13,16,23,3,1,399
21,13,17,22,3,0,399
21,13,18,118,20,4,399
21,13,19,37,7,0,399
21,14,1,1250,268,193,400
21,14,2,950,196,137,400
21,14,3,362,67,48,400
21,14,4,464,91,73,400
21,14,5,75,13,8,400
21,14,6,621,119,67,400
21,16,1,968,196,133,402
21,16,2,14,3,0,402
21,16,3,8,3,0,402
21,16,4,26,3,0,402
21,17,1,4274,930,619,403
21,17,2,319,60,41,403
21,17,3,173,34,25,403
21,17,4,2176,469,385,403
21,17,5,727,153,117,403
21,17,6,244,44,21,403
21,17,7,1477,279,202,403
21,17,8,339,65,43,403
21,17,9,174,40,21,403
21,17,10,19,4,0,403
21,17,11,13,4,1,403
21,17,12,149,32,14,403
21,17,13,28,6,1,403
21,18,1,1611,240,9,404
21,18,2,344,60,6,404
21,18,3,491,83,0,404
21,18,4,15,3,0,404
21,18,5,497,82,5,404
21,18,6,767,117,12,404
21,18,7,1139,169,0,404
21,18,8,102,20,0,404
21,18,9,412,66,0,404
21,18,10,616,89,2,404
21,18,11,611,131,47,404
21,18,12,132,24,4,404
21,18,13,514,76,0,404
21,18,14,195,39,0,404
21,18,15,532,97,47,404
21,18,16,708,108,0,404
21,18,17,389,63,0,404
21,18,18,266,44,0,404
21,18,19,345,53,0,404
21,18,20,71,9,0,404
21,18,21,34,4,2,404
21,18,22,148,24,0,404
21,18,23,98,15,0,404
21,18,24,59,6,0,404
21,18,25,97,16,0,404
21,18,26,92,12,0,404
21,18,27,28,3,0,404
21,18,28,10,3,0,404
21,18,29,81,14,0,404
21,18,30,259,43,0,404
21,19,1,9417,2085,1315,405
21,19,2,90,16,8,405
21,19,3,327,63,38,405
21,19,4,834,152,68,405
21,19,5,160,32,20,405
21,19,6,200,41,18,405
21,19,7,105,24,3,405
21,19,8,124,20,6,405
21,19,9,559,130,35,405
21,19,10,441,92,53,405
21,19,11,67,13,4,405
21,19,12,367,69,52,405
21,19,13,1037,205,92,405
21,19,14,776,164,118,405
21,19,15,304,67,35,405
21,19,16,846,164,74,405
21,19,17,270,50,29,405
21,19,18,194,38,23,405
21,19,19,304,67,40,405
21,19,20,67,13,7,405
21,19,21,129,21,9,405
21,19,22,215,47,29,405
21,19,23,94,19,7,405
21,19,24,38,5,0,405
21,19,25,67,10,4,405
21,19,26,76,13,5,405
21,19,27,76,11,5,405
21,19,28,674,119,44,405
21,19,29,19,4,1,405
21,19,30,10,4,1,405
21,19,31,35,6,3,405
21,20,1,1724,381,272,406
21,20,2,564,141,92,406
21,20,3,941,182,134,406
21,20,4,27,5,4,406
21,20,5,31,6,2,406
21,21,1,24347,5145,4341,407
21,21,2,177,37,19,407
21,21,3,108,24,8,407
21,21,4,1850,384,234,407
21,21,5,1058,213,117,407
21,21,6,2397,465,348,407
21,21,7,2325,433,290,407
21,21,8,1597,319,179,407
21,21,9,647,127,77,407
21,21,10,353,73,38,407
21,21,11,85,19,6,407
21,21,12,24,3,0,407
21,21,13,29,6,1,407
21,21,14,495,88,47,407
21,21,15,554,102,55,407
21,21,16,287,59,27,407
21,21,17,36,9,6,407
21,21,18,79,14,7,407
21,21,19,1774,360,256,407
21,21,20,155,34,28,407
21,21,21,266,55,35,407
21,21,22,124,24,14,407
